,Date,Ticker,Client,Amount,Issue,Specific_Issue
86,2022-10-04,CNP,CENTERPOINT ENERGY,80000.0,"Taxation/Internal Revenue Code 
 Energy/Nuclear 
 Utilities","Tax issues 
 Performance Contracting; LIHEAP; grid reliability and resiliency 
 Performance Contracting and Utility Related issues; EMP"
87,2022-10-04,CNP,CENTERPOINT ENERGY,80000.0,"Taxation/Internal Revenue Code 
 Energy/Nuclear 
 Utilities","Tax issues 
 Performance Contracting; LIHEAP; grid reliability and resiliency 
 Performance Contracting and Utility Related; EMP"
88,2022-10-04,CNP,CENTERPOINT ENERGY,80000.0,"Taxation/Internal Revenue Code 
 Energy/Nuclear 
 Utilities","Tax issues 
 Performance Contracting; LIHEAP 
 Performance Contracting and Utility Related; EMP"
89,2022-10-04,CNP,CENTERPOINT ENERGY,80000.0,"Taxation/Internal Revenue Code 
 Energy/Nuclear 
 Utilities","Tax issues 
 Performance Contracting; LIHEAP 
 Performance Contracting and Utility Related; EMP"
90,2022-10-04,REGN,"REGENERON PHARMACEUTICALS, INC.",50000.0,Budget/Appropriations,Coronavirus therapeutic funding; biodefense funding
91,2022-10-04,SIGA,SIGA TECHNOLOGIES,50000.0,Budget/Appropriations,Biodefense funding
92,2022-10-03,ADBE,ADOBE INC,0.0,Copyright/Patent/Trademark,Increased renewable energy access; copyright enforcement
93,2022-10-03,GNSS,GENESYS (FORMERLY LRAD CORPORATION),30000.0,Defense,Defense Appropriations bill
94,2022-10-03,PLTR,PALANTIR TECHNOLOGIES,24000.0,Defense,NDAA and defense appropriations
95,2022-10-03,EXC,EXELON CORPORATION,0.0,,
96,2022-10-03,PAHC,"A2 STRATEGIES, LLC OBO PHIBRO ANIMAL HEALTH CORPORATION",0.0,,
97,2022-10-03,DVA,JEFFERSON BUSINESS CONSULTING ON BEHALF OF DAVITA,20000.0,Veterans,"dialysis services, HR 8238, HR 8294, S. 4759"
98,2022-10-02,KAMN,KAMAN AEROSPACE CORPORATION,10000.0,"Budget/Appropriations 
 Defense","Funding for autonomous logistics resupply 
 Military aviation issues related to autonomous logistics resupply"
99,2022-10-02,PKI,PERKINELMER (FKA OXFORD IMMUOTECH USA),0.0,,
100,2022-10-02,TMUS,T-MOBILE USA INC,30000.0,Telecommunications,Technology and Telecommunictaions
101,2022-10-02,HOOD,"ROBINHOOD MARKETS, INC.",50000.0,Financial Institutions/Investments/Securities,Issues related to securities regulation
102,2022-10-02,TRU,TRANSUNION LLC,40000.0,Banking,Issues related to global information and insights
103,2022-10-02,BLK,"BLACKROCK, INC.",80000.0,Financial Institutions/Investments/Securities,Issues related to capital markets
104,2022-10-02,HOOD,"ROBINHOOD MARKETS, INC.",60000.0,Financial Institutions/Investments/Securities,Issues related to securities regulation
105,2022-10-02,ALLY,ALLY FINANCIAL,20000.0,Banking,Issues related to banking regulation
106,2022-10-02,STT,STATE STREET BANK AND TRUST COMPANY,40000.0,Financial Institutions/Investments/Securities,Implementation of Dodd-Frank Wall Street Reform and Consumer Protection Act and other regulatory reform issues
107,2022-10-02,SPGI,S&P GLOBAL INC (FORMERLY MCGRAW HILL FINANCIAL),80000.0,Financial Institutions/Investments/Securities,Credit rating agency regulation
108,2022-10-02,GS,"THE GOLDMAN SACHS GROUP, INC.",60000.0,Financial Institutions/Investments/Securities,"Implementation of P.L. 111-203, Dodd-Frank Wall Street Reform and Consumer Protection Act, and other issues related to the financial services industry."
109,2022-10-01,COP,CONOCOPHILLIPS,50000.0,,
110,2022-10-01,DOC,PHYSICIANS REALTY TRUST,22500.0,"Health Issues 
 Taxation/Internal Revenue Code","monitor legislation affecting site neutral cuts in Medicare; monitor PPP legislation 
 monitor legislation affecting real estate investment trusts"
111,2022-10-01,TBBK,ZIONS BANCORP,45000.0,"Banking 
 Small Business","support Congressional efforts to reform FASB CECL regulations support Congressional efforts to require large credit unions to become taxable monitor PPP legislation monitor legislation regarding ESG oppose the use of the USPS for banking work to mitigate proposed SEC rule on ESG 
 monitor for legislation affecting small business loans monitor PPP legislation"
112,2022-10-01,LMT,LOCKHEED MARTIN AERONAUTIC SECTOR,27227.0,"Banking 
 Foreign Relations 
 Budget/Appropriations 
 Defense","support defense financing provisions 
 ratification of Law of the Sea 
 Defense Appropriations: tactical aircraft issues;spaced based radar;GPS;Littoral Combat Ship;C-130;foreign military sales;RD-180 funding;support helicopter funding;support space hardening;JASSM funding Interior Appropriations: support 10 year contracts for wildfire fighting contracting 
 Armed Services Committee: tactical aircraft issues;spaced based radar;GPS;Littoral Combat Ship;C-130;foreign military sales;RD-180 funding;support helicopter funding;support space hardening;JASSM funding;"
113,2022-10-01,PTC,PTC INC.,20000.0,Defense,"CoAspire lobbied multiple House and Senate Offices in the third quarter of CY2022 for inclusion of Digital Engineering activities in the FY23 NDAA and FY23 Defense Appropriations Bills. These two activities are for the Army's Digital Engineering Software program supporting Future Vertical Lift activities with AvMC, and a second topic for a NAVAIR Digital Engineering software activity on their Information Technology Development line. Both topics are supported by their respective US Army and US Navy program managers."
114,2022-10-01,LHDX,LUCIRA HEALTH,30000.0,Health Issues,federal policies around COVID testing
115,2022-10-01,ORCL,LIVINGSTON GROUP (ON BEHALF OF ORACLE),15000.0,,
116,2022-09-30,CCJ,CAMECO CORPORATION,60000.0,Energy/Nuclear,Nuclear energy and uranium issues in federal legislation; DOE's Strategic Uranium Reserve; U.S. nuclear enrichment policy; policies or legislation related to critical minerals;
117,2022-09-30,EBS,EMERGENT BIOSOLUTIONS,0.0,Health Issues,"Providing guidance on development, acquisition and stockpiling of medical countermeasures for the US government. Preparing for the Reauthorization of the Pandemic and All-Hazards Preparedness Act (PAHPA)."
118,2022-09-29,ABC,AMERISOURCEBERGEN,40000.0,Health Issues,Health care product supply chain issues and Strategic National Stockpile
119,2022-09-29,ORCL,ORACLE CORPORATION,60000.0,Computer Industry,Privacy and consumer information issues
120,2022-09-29,TFX,TELEFLEX (UNITED SPECIALISTS FOR PATIENT ACCESS),0.0,Medicare/Medicaid,Medicare Physician Fee Schedule; Medicare Physician Fee Schedule reform.
121,2022-09-28,GE,GENERAL ELECTRIC COMPANY,30000.0,Energy/Nuclear,Support for the responsible development of energy resources.
122,2022-09-28,ALE,ALLETE,20000.0,"Energy/Nuclear 
 Budget/Appropriations","FY2023 Authorizations, Appropriations, and Budget Policy 
 FY2023 Authorizations, Appropriations, and Budget Policy"
123,2022-09-28,ANSS,K&L GATES LLP O/B/O ANSYS,0.0,Defense,Issues related to workforce development concerning advanced engineering simulation in the National Defense Authorization Act (H.R. 7900).
124,2022-09-27,VZ,"THE LIVINGSTON GROUP, LLC (VERIZON COMMUNICATIONS, INC.)",20000.0,Budget/Appropriations,"H. Rept. 117-394. S.Rept.______. FY2023 Energy and Water Development Appropriations Bill. Army Corps of Engineers, Formerly Utilized Sites Remedial Action Program, seeking language urging the Army Corps of Engineers to initiate cleanup expeditiously for the former Sylvania nuclear fuel site in Hicksville, NY."
125,2022-09-26,PAYX,PAYCHEX,60000.0,"Taxation/Internal Revenue Code 
 Health Issues 
 Budget/Appropriations","EARN Act (Senate Finance Committee), Retirement related issues H.R.2954, Securing a Strong Retirement Act of 2021, Retirement related issues S.4353, RISE & SHINE Act, Retirement related issues Employee Retention Tax Credit related issues Backlog of tax returns and tax payments due to COVID-19 office closures Professional Employer Organizations (PEOs) IRS Electronic filing and services related issues 
 Monitor the following: Public Law 117-103, Consolidated Appropriations Act, FY2022, Telehealth related issues H.R.2121/S.897, Improving Child Care for Working Families Act of 2021, Health Savings Account and Flexible Spending Account H.R.725, Personalized Care Act of 2021, Health Savings Account and Flexible Spending Account 
 Financial Services and General Government Appropriations Act, FY2023, Internal Revenue Service electronic filing and services related issues"
126,2022-09-22,PRI,PFS INVESTMENTS INC. (FORMERLY PRIMERICA FINANCIAL SERVICES),50000.0,Labor Issues/Antitrust/Workplace,"H.R. 842 / S.420 the Protecting the Right to Organize Act of 2021, Sec. 101 & 104, provisions related to promoting workers entrepreneurial freedom. Unemployment Insurance Modernization Act Draft Legislation, S. 212 and S. 215."
127,2022-09-22,HTZ,"HERTZ GLOBAL HOLDINGS, INC.",90000.0,"Consumer Issues/Safety/Products 
 Automotive Industry","Issues related to the rental car industry 
 Issues related to the rental car industry"
128,2022-09-21,COKE,THE COCA-COLA COMPANY,0.0,Beverage Industry,Proposals to reauthorize the Farm Bill and legislative and regulatory matters affecting the client and the beverage industry at large.
129,2022-09-21,AAL,"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"")",20000.0,Aviation/Airlines/Airports,"General issues related to cyber security, privacy, air transportation, tax, and trade. Specific issues included: aviation taxes and fees, and corporate and minimum tax proposals, in the context of the appropriations process, and the ""Build Back Better Act""; rollout of 5G broadband, issues impacting the safety of aviation passengers and employees; and draft privacy, data security, cybersecurity, and breach notice proposals, including in the context of SEC and other agency rulemaking, and including the American Data Privacy and Protection Act (H.R. 8152), issues related to scope, timing, preemption and functional regulation impacting the aviation industry."
130,2022-09-21,RF,REGIONS FINANCIAL CORP.,40000.0,Banking,"General issues related to reform of the Dodd-Frank Act, GSE reform and the future of housing finance, cybersecurity, data security, and privacy. Specific issues included: bank and bank holding company systemic regulation, including implementation of S.2155 (Crapo), the ""Economic Growth, Regulatory Relief, and Consumer Protection Act""; draft privacy, data security, cybersecurity, climate, and interchange proposals, including in the context of SEC proposed rules, and including the American Data Privacy and Protection Act (H.R. 8152), issues related to timing, preemption and functional regulation; debit and credit card interchange proposals; and tax policies and climate-risk policies in the context of Appropriations, and the ""Build Back Better Act."""
131,2022-09-20,TMUS,"T-MOBILE USA, INC.",0.0,Accounting,"Anticipated to be spectrum policy, 5G, deployment of broadband and wireless infrastructure, comprehensive privacy policy, network buildout and related issues."
132,2022-09-20,CTS,IGLOO PRODUCTS CORP,0.0,"Tariff (miscellaneous tariff bills) 
 Trade (domestic/foreign) 
 Budget/Appropriations","Federal funding opportunities for economic development. Tariffs, including those implemented under Section 301. 
 Federal funding opportunities for economic development. Tariffs, including those implemented under Section 301. 
 Federal funding opportunities for economic development. Tariffs, including those implemented under Section 301."
133,2022-09-19,MNRO,"CITY OF MONROE, LOUISIANA",0.0,"Economics/Economic Development 
 Housing 
 Transportation 
 Budget/Appropriations","Assist in connecting them with administration and agencies who are doling out funds from the Infrastructure Act, the Inflation Reduction Act, etc. and also grant monitoring. 
 Assist in connecting them with administration and agencies who are doling out funds from the Infrastructure Act, the Inflation Reduction Act, etc. and also grant monitoring. 
 Assist in connecting them with administration and agencies who are doling out funds from the Infrastructure Act, the Inflation Reduction Act, etc. and also grant monitoring. 
 Assist in connecting them with administration and agencies who are doling out funds from the Infrastructure Act, the Inflation Reduction Act, etc. and also grant monitoring."
134,2022-09-19,ANSS,"K&L GATES ON BEHALF OF ANSYS, INC.",0.0,Budget/Appropriations,Federal policy and funding issues related to advanced engineering simulation; FY23 Department of Defense Appropriations Act; FY23 National Defense Authorization Act.
135,2022-09-19,LSCC,K&L GATES O/B/O CLARK STREET ASSOCIATES O/B/O LATTICE SEMICONDUCTOR,0.0,Budget/Appropriations,Federal policy and funding issues related to the semiconductor industry; FY23 Department of Defense Appropriations Act; FY23 National Defense Authorization Act.
136,2022-09-19,EMN,EASTMAN CHEMICAL COMPANY,15000.0,"Taxation/Internal Revenue Code 
 Economics/Economic Development 
 Chemicals/Chemical Industry","Issues related to corporate taxation. 
 Issues related to development of domestic semiconductor manufacturing 
 General issues related to the chemical industry"
137,2022-09-16,NRG,NRG ENERGY INC,100000.0,,
138,2022-09-16,NRG,NRG ENERGY INC,260000.0,,
139,2022-09-16,CEG,"CONSTELLATION ENERGY GENERATION, LLC (FKA CONSTELLATION ENERGY CONSERVATION)",22500.0,Energy/Nuclear,Energy policy; tax policy
140,2022-09-16,CEG,"CONSTELLATION ENERGY GENERATION, LLC (FKA CONSTELLATION ENERGY CONSERVATION)",22500.0,Energy/Nuclear,Energy policy; tax policy
141,2022-09-16,CEG,"CONSTELLATION ENERGY GENERATION, LLC (FKA CONSTELLATION ENERGY CONSERVATION)",22500.0,Energy/Nuclear,Energy policy; tax policy
142,2022-09-16,FLGT,"MINTZ LEVIN (ON BEHALF OF FULGENT GENETICS, INC.)",0.0,Health Issues,Issues related to COVID-19 testing and reimbursement
143,2022-09-16,IVZ,"INVESCO HOLDING COMPANY (US), INC.",0.0,Financial Institutions/Investments/Securities,Issues related to economic policy.
144,2022-09-15,CNI,CANADIAN NATIONAL RAILWAY COMPANY,0.0,,
145,2022-09-15,ALC,SILENT FALCON UAS TECHNOLOGIES,0.0,,
146,2022-09-15,XEL,XCEL ENERGY,0.0,,
147,2022-09-15,UPS,UNITED PARCEL SERVICE,0.0,,
148,2022-09-15,FUV,"ARCIMOTO, LLC",0.0,,
149,2022-09-15,FREY,"FREYR BATTERY, KSPJV, LLC",0.0,,
150,2022-09-15,NEE,"NEXTERA ENERGY, INC.",10000.0,Energy/Nuclear,"Clean and sustainable energy technology research, development and demonstration"
151,2022-09-15,SO,SOUTHERN COMPANY,10000.0,Energy/Nuclear,"Clean and sustainable energy technology research, development and demonstration"
152,2022-09-14,LSCC,TOWER 19 ON BEHALF OF LATTICE SEMICONDUCTOR,0.0,Budget/Appropriations,Federal policy and funding issues related to the semiconductor industry; FY23 Department of Defense Appropriations Act; FY23 National Defense Authorization Act.
153,2022-09-14,ANSS,"TOWER 19 ON BEHALF OF ANSYS, INC.",0.0,Budget/Appropriations,Federal policy and funding issues related to advanced engineering simulation; FY23 Department of Defense Appropriations Act; FY23 National Defense Authorization Act.
154,2022-09-13,EML,SOUTHEASTERN COLORADO WATER CONSERVANCY DISTRICT,30000.0,"Natural Resources 
 Budget/Appropriations 
 Clean Air and Water (quality)","Monitoring H.R. 803 creating Colorado Wilderness areas which might affect District service areas or water sources; monitoring any legislation affecting western water including drought response and Colorado River issues; supporting legislation to extend the Upper Colorado and San Juan endangered fish recovery programs 
 seeking funding for the Arkansas Valley Conduit; supporting infrastructure funding from Bureau of Reclamation for the project 
 monitoring safe drinking water standards status; monitoring Clean Water Act navigable water rule rewrite"
155,2022-09-13,SO,SOUTHERN UTE INDIAN TRIBE,0.0,"Indian/Native American Affairs 
 Budget/Appropriations 
 Natural Resources","monitoring DIA release of infrastructure funding for IRRIGATE ACT projects 
 Supporting funding for tribal water resource programs, through appropriations process and infrastructure discussion; funding for IRRIGATE Act projects 
 Monitoring any legislation affecting Western water and natural resource issues; infrastructure proposals with potential opportunity for tribal water development; funding for IRRIGATE Act projects; potential impacts of Rio Grande Security Act on tribal water rights; Colorado river drought relief policy and funding disbursement"
156,2022-09-13,AXTI,"BRAXTON COUNTY DEVELOPMENT AUTHORITY, WV",20000.0,Urban Development/Municipalities,Funding for local priorities
157,2022-09-13,NWL,NEWELL BRANDS,30000.0,Trade (domestic/foreign),HTS Classification
158,2022-09-13,TLRY,TILRAY BRANDS INC.,0.0,"Trade (domestic/foreign) 
 Health Issues 
 Banking","Commercial cannabis industry issues, including international trade, interstate commerce, banking, security, market integrity, tax, medical and adult-use, research, equal access, efforts to discourage illicit market activity and related social harms. 
 Commercial cannabis industry issues, including international trade, interstate commerce, banking, security, market integrity, tax, medical and adult-use, research, equal access, efforts to discourage illicit market activity and related social harms. 
 Commercial cannabis industry issues, including international trade, interstate commerce, banking, security, market integrity, tax, medical and adult-use, research, equal access, efforts to discourage illicit market activity and related social harms."
159,2022-09-13,LTHM,LIVENT CORPORATION,0.0,Trade (domestic/foreign),GSP renewal; European Union regulatory issues; lithium supply chains
160,2022-09-13,CHD,"CHURCH & DWIGHT CO., INC.",0.0,,
161,2022-09-13,CPB,CAMPBELL SOUP COMPANY,0.0,,
162,2022-09-13,FMC,FMC CORPORATION,0.0,,
163,2022-09-13,PEP,PEPSICO INC,0.0,Trade (domestic/foreign),Plastics
164,2022-09-13,CB,CHUBB INA HOLDING COMPANY INC,0.0,"Trade (domestic/foreign) 
 Insurance","Various issues related to the Federal Insurance Office (FIO), international capital standards and covered agreements; Issues related to/impacting cyber insurance coverage, ransomware and incident reporting; risk mitigation and resiliency; privacy legislation; H.R.8152, American Data Privacy and Protection Act; S.862/H.R.1996, The Secure and Fair Enforcement Banking Act of 2021 (SAFE Banking Act); H.R.7900, National Defense Authorization Act for Fiscal Year 2023. Discussions on China-related legislation, including the U.S. Innovation and Competition Act (S.1260) and America COMPETES Act of 2022 (H.R.4521). 
 Various issues related to the Federal Insurance Office (FIO), international capital standards and covered agreements; Issues related to/impacting cyber insurance coverage, ransomware and incident reporting; risk mitigation and resiliency; privacy legislation; H.R.8152, American Data Privacy and Protection Act; S.862/H.R.1996, The Secure and Fair Enforcement Banking Act of 2021 (SAFE Banking Act); H.R.7900, National Defense Authorization Act for Fiscal Year 2023. Discussions on China-related legislation, including the U.S. Innovation and Competition Act (S.1260) and America COMPETES Act of 2022 (H.R.4521)."
165,2022-09-13,NNI,NELNET INC,50000.0,"Banking 
 Telecommunications 
 Education","Legislative efforts to repeal, through congressional disapproval under chapter 8 of tile 5, United States Code, the rule submitted by the Office of the Comptroller of Currency relating to National Banks and Federal Savings Associations as Lenders. Legislation to amend the Bank Holding Company Act of 1956 to strike or alter section 2(c)(2)(H) of such act. 
 Scope and implementation of COVID relief legislation including: the CARES Act, FY 2021 Consolidated Appropriations Act, and the American Rescue Plan as related to broadband expansion measures. 
 Legislative efforts to amend the Higher Education Act including: changes in structure of federal loan repayment programs, proposals to reconsolidate legacy FFELP loans into the Direct Loan program, changes to existing rules governing servicing of student loans, regulation of privately-issued student loans, cybersecurity and electronic privacy issues, legislation governing the loan allocation to servicers of the Department of Education's Direct Loan Program, impact of and potential changes to proposed and enacted state-level student loan servicing laws which may be inconsistent with Federal student loan servicing regulatory structure, issues related to NextGen Enhanced Processing Solution. Legislation to alter the treatment of private student loans under current bankruptcy laws. Scope, implementation, and termination of COVID relief benefits resulting from legislation including: the CARES Act, FY 2021 Consolidated Appropriations Act, and the American Rescue Plan as related to student loan relief, higher education, and non-public school assistance measures."
166,2022-09-13,NNI,NELNET INC,60000.0,"Banking 
 Telecommunications 
 Education","Legislative efforts to repeal, through congressional disapproval under chapter 8 of tile 5, United States Code, the rule submitted by the Office of the Comptroller of Currency relating to National Banks and Federal Savings Associations as Lenders. Legislation to amend the Bank Holding Company Act of 1956 to strike or alter section 2(c)(2)(H) of such act. 
 Scope and implementation of COVID relief legislation including: the CARES Act, FY 2021 Consolidated Appropriations Act, and the American Rescue Plan as related to broadband expansion measures. 
 Legislative efforts to amend the Higher Education Act including: changes in structure of federal loan repayment programs, proposals to reconsolidate legacy FFELP loans into the Direct Loan program, changes to existing rules governing servicing of student loans, regulation of privately-issued student loans, cybersecurity and electronic privacy issues, legislation governing the loan allocation to servicers of the Department of Education's Direct Loan Program, impact of and potential changes to proposed and enacted state-level student loan servicing laws which may be inconsistent with Federal student loan servicing regulatory structure, issues related to NextGen Enhanced Processing Solution. Legislation to alter the treatment of private student loans under current bankruptcy laws. Scope, implementation, and termination of COVID relief benefits resulting from legislation including: the CARES Act, FY 2021 Consolidated Appropriations Act, and the American Rescue Plan as related to student loan relief, higher education, and non-public school assistance measures."
167,2022-09-13,NNI,NELNET INC,50000.0,"Telecommunications 
 Education","Scope and implementation of COVID relief legislation including: the CARES Act, FY 2021 Consolidated Appropriations Act, and the American Rescue Plan as related to broadband expansion measures. 
 Legislative efforts to amend the Higher Education Act including: changes in structure of federal loan repayment programs, proposals to reconsolidate legacy FFELP loans into the Direct Loan program, changes to existing rules governing servicing of student loans, regulation of privately-issued student loans, cybersecurity and electronic privacy issues, legislation governing the loan allocation to servicers of the Department of Education's Direct Loan Program, impact of and potential changes to proposed and enacted state-level student loan servicing laws which may be inconsistent with Federal student loan servicing regulatory structure, issues related to NextGen Enhanced Processing Solution. Legislation to alter the treatment of private student loans under current bankruptcy laws. Scope and implementation of COVID relief legislation including: the CARES Act, FY 2021 Consolidated Appropriations Act, and the American Rescue Plan as related to student loan relief, higher education, and non-public school assistance measures."
168,2022-09-13,NNI,NELNET INC,50000.0,"Telecommunications 
 Education","Scope and implementation of COVID relief legislation including: the CARES Act, FY 2021 Consolidated Appropriations Act, and the American Rescue Plan as related to broadband expansion measures. 
 Legislative efforts to amend the Higher Education Act including: changes in structure of federal loan repayment programs, proposals to reconsolidate legacy FFELP loans into the Direct Loan program, changes to existing rules governing servicing of student loans, regulation of privately-issued student loans, cybersecurity and electronic privacy issues, legislation governing the loan allocation to servicers of the Department of Education's Direct Loan Program, impact of and potential changes to proposed and enacted state-level student loan servicing laws which may be inconsistent with Federal student loan servicing regulatory structure, issues related to NextGen Enhanced Processing Solution. Legislation to alter the treatment of private student loans under current bankruptcy laws. Scope and implementation of COVID relief legislation including: the CARES Act, FY 2021 Consolidated Appropriations Act, and the American Rescue Plan as related to student loan relief, higher education, and non-public school assistance measures."
169,2022-09-12,ENTG,ENTEGRIS,0.0,"Science/Technology 
 Manufacturing 
 Computer Industry","Semiconductor manufacturing 
 Semiconductor manufacturing 
 Semiconductor manufacturing"
170,2022-09-12,RTX,RAYTHEON COMPANY,20000.0,"Government Issues 
 Intelligence 
 Defense","American Rescue Plan Act of 2021 Making permanent authorities like Section 3610 of the Cares Act (PL 116-136) 
 FY22 Intelligence Authorization Act All issues related to security clearance reform 
 FY22 National Defense Authorization Act. All issues related to acquisition policy"
171,2022-09-12,ATNI,ATN INTERNATIONAL,0.0,Telecommunications,"Universal Service, Broadband Infrastructure"
172,2022-09-12,META,META PLATFORMS INC FORMERLY REPORTED AS FACEBOOK,30000.0,Computer Industry,Issues related to internet security and consumer privacy
173,2022-09-09,VOYA,"VOYA FINANCIAL, INC.",40000.0,Financial Institutions/Investments/Securities,"Retirement, health, and financial services related legislation. Able Age Adjustment Act."
174,2022-09-09,CNC,CENTENE CORPORATION,10000.0,Health Issues,Medicaid funding related to Affordable Care Act of 2010 Public Law 111-148
175,2022-09-09,PEP,PEPSICO INC.,0.0,Environment/Superfund,Recycling and plastic waste reduction.
176,2022-09-09,ADN,ADVENT TECHNOLOGIES,0.0,Energy/Nuclear,Clean energy and hydrogen production and manufacturing
177,2022-09-09,FLGT,"MINTZ (ON BEHALF OF FULGENT GENETICS, INC.)",0.0,Health Issues,Issues related to covid-19 testing and reimbursement
178,2022-09-08,TSLA,TESLA INC.,0.0,"Tariff (miscellaneous tariff bills) 
 Taxation/Internal Revenue Code 
 Automotive Industry","Infrastructure; Surface Transportation Reauthorization, Highway Trust Fund and charging infrastructure Solar permitting Autonomous vehicle policies Light Duty Vehicle GHG & CAFE Standards CAFE Civil Penalty Regulations Advanced Battery Supply Chain; Domestic Advanced Battery Manufacturing and E.O.14107 Renewable fuel standard and light duty vehicle greenhouse gas emissions rules EV charging, Fuel economy, and autonomy Energy, building code, permitting and critical mineral policies Infrastructure Investment and Jobs Act Amended Regional Emergency Declaration 2022-001- Heating Fuel H.R.6570, Right to Equitable and Professional Auto Industry Repair (REPAIR) Act General corporate tax policy 
 Infrastructure; Surface Transportation Reauthorization, Highway Trust Fund and charging infrastructure Solar permitting Autonomous vehicle policies Light Duty Vehicle GHG & CAFE Standards CAFE Civil Penalty Regulations Advanced Battery Supply Chain; Domestic Advanced Battery Manufacturing and E.O.14107 Renewable fuel standard and light duty vehicle greenhouse gas emissions rules EV charging, Fuel economy, and autonomy Energy, building code, permitting and critical mineral policies Infrastructure Investment and Jobs Act Amended Regional Emergency Declaration 2022-001- Heating Fuel H.R.6570, Right to Equitable and Professional Auto Industry Repair (REPAIR) Act General corporate tax policy 
 Infrastructure; Surface Transportation Reauthorization, Highway Trust Fund and charging infrastructure Solar permitting Autonomous vehicle policies Light Duty Vehicle GHG & CAFE Standards CAFE Civil Penalty Regulations Advanced Battery Supply Chain; Domestic Advanced Battery Manufacturing and E.O.14107 Renewable fuel standard and light duty vehicle greenhouse gas emissions rules EV charging, Fuel economy, and autonomy Energy, building code, permitting and critical mineral policies Infrastructure Investment and Jobs Act Amended Regional Emergency Declaration 2022-001- Heating Fuel H.R.6570, Right to Equitable and Professional Auto Industry Repair (REPAIR) Act General corporate tax policy"
179,2022-09-08,ZS,CARAHSOFT TECHNOLOGY CORPORATION ON BEHALF OF ZSCALER (CARAHSOFT TECH CORP),20000.0,Defense,DoD Cyber Security Certifications; FY23 NDAA
180,2022-09-08,ADI,"ANALOG DEVICES, INC.",0.0,"Tariff (miscellaneous tariff bills) 
 Budget/Appropriations 
 Taxation/Internal Revenue Code 
 Manufacturing","Issues impacting the design and manufacture of semiconductors 
 Issues impacting the design and manufacture of semiconductors 
 Issues impacting the design and manufacture of semiconductors 
 Issues impacting the design and manufacture of semiconductors"
181,2022-09-08,ITCI,"INTRA-CELLULAR THERAPIES, INC.",0.0,Health Issues,"Issues related to drug pricing, Medicare reimbursement, implementation of the Inflation Reduction Act, and mental health."
182,2022-09-08,FULC,"FULCRUM THERAPEUTICS, INC.",0.0,Health Issues,Any legislation regarding rare disease treatment
183,2022-09-07,NWL,NEWELL BRANDS,0.0,Trade (domestic/foreign),HTS Classification
184,2022-09-07,CTRA,"CONTURA ENERGY SERVICES, LLC.",0.0,,
185,2022-09-07,CTRA,"CONTURA ENERGY SERVICES, LLC.",0.0,,
186,2022-09-07,AXON,AXON ENTERPRISE INC.,30000.0,Defense,"Issues related to non-lethal weapons and body-worn cameras, homeland security; FY23 NDAA, FY23 Defense Appropriations"
187,2022-09-07,AXON,AXON ENTERPRISE INC.,30000.0,Defense,"Issues related to non-lethal weapons and body-worn cameras, homeland security; FY23 NDAA, FY23 Defense Appropriations"
188,2022-09-06,MRBK,MERIDIAN MEDICAL TECHNOLOGIES,50000.0,Defense,Manufacturing
189,2022-09-04,VZ,VERIZON COMMUNICATIONS,30000.0,"Taxation/Internal Revenue Code 
 Telecommunications","FY 2022 Budget -- Issues impacting the Corporate Tax Rate 
 Issues related to broadband deployment HR 4521, America COMPETES Act, issues related to 6G buildout"
190,2022-09-01,INTC,SCHOOL FOR CHILDREN WITH HIDDEN INTELLIGENCE,20000.0,Budget/Appropriations,appropriations
191,2022-09-01,AIZ,ASSURANT INC,140000.0,"Taxation/Internal Revenue Code 
 Insurance","H.R.5376 and issues related to corporate taxation (corporate tax rate, global minimum tax, book minimum tax) 
 Issues relating to reauthorization of the National Flood Insurance Program (H.R.8036), Issues related to implementation of the Cyber Incident Reporting for Critical Infrastructure Act of 2022"
192,2022-08-31,TSLA,TESLA INC.,0.0,,
