,Date,Ticker,Claims,IPC,Abstract
212,2022-10-11,SONY,15.0,g06f015/16,a communication method includes: a first transmission step of transmitting first setting information and first network organization information regarding one information processing apparatus of a second network via a first communication path; a first determination step of determining a role of communication with a first master apparatus via a second communication path on the basis of the first network organization information and role adjustment information; a second transmission step of transmitting second setting information and second network organization information to the first master apparatus via the first communication path; a second determination step of determining a role of the communication with a second master apparatus via the second communication path on the basis of the second network organization information and role adjustment information by the first master apparatus; and a first communication start step of starting the communication via the second communication path with another information processing apparatus.
213,2022-10-11,SONY,9.0,g11b005/706,"a tape-like magnetic recording medium includes a reinforced substrate, and a recording layer arranged on the reinforced substrate, and the reinforced substrate includes a substrate that has a first face and a second face opposed to each other, and has an average thickness of 4 μm or smaller, and a metal layer that contains cobalt, arranged on the first face, the reinforced substrate by itself causing thereon a depth of indentation of 0.25 μm or shallower, when a 0.7-mm-diameter hard sphere is impressed against the second face under 5.0 gf load for 10 seconds."
214,2022-10-11,SONY,16.0,g10l015/22,"an information processor including: an operation control unit that controls a motion of an autonomous mobile body acting on the basis of recognition processing, in a case where a target sound that is a target voice for voice recognition processing is detected, the operation control unit moving the autonomous mobile body to a position, around an approach target, where an input level of a non-target sound that is not the target voice becomes lower, the approach target being determined on the basis of the target sound."
215,2022-10-11,SONY,12.0,g10l021/0272,"an information processing apparatus includes a voice acquisition section, a reliability generation section, and a processing execution section. the voice acquisition section acquires an ambient voice. the reliability generation section generates reliability indicating a degree in which the acquired voice is uttered from the particular position on the basis of a predetermined transfer characteristic. as the predetermined transfer characteristic, a phase difference or acoustic characteristic of the voice can be assumed. the processing execution section executes a process according to the generated reliability. as the process according to the reliability, a notification according to the reliability or a predetermined command can be assumed to be executed."
216,2022-10-11,SONY,21.0,g09g005/00,"use of the ar technology is facilitated. [solution] such an information processing apparatus is provided that includes a control unit that controls a display to superimpose a virtual object, associated with a set position in the real world, on the real world with reference to position and orientation information indicative of the position and the orientation of a mobile body, and a correction unit that corrects the position and orientation information. when the position and orientation information is corrected from first position and orientation information to second position and orientation information that is non-continuous to the first position and orientation information, the control unit controls the display to perform transition display that indicates transition of display conditions from a first display condition, which displays the virtual object based on the first position and orientation information, to a second display condition based on the second position and orientation information."
217,2022-10-11,SONY,7.0,g06k009/00,"the performance of a discriminator is improved at low cost. an image quality parameter group in the development processing is obtained so that the discrimination success rate of a discriminator based on developed image data obtained by performing the development processing on captured image data is increased. for example, the discrimination success rate is obtained by comparing a discrimination result from the discriminator with the correct answer discrimination result in a ground truth database. since the image quality parameter group in the development processing is optimized in accordance with a discriminator, a preprocessing unit for enhancing the discrimination performance of the discriminator is unnecessary. the performance of a discriminator can be improved at low cost."
218,2022-10-11,SONY,11.0,g03b037/06,a signal processing device performs a displaying process in a display unit on the basis of a parameter being predetermined in an image capture device provided with an anamorphic lens.
219,2022-10-11,SONY,12.0,h04n005/232,"provided are an imaging device and a control method thereof for calculating an amount of tilt of an image sensor and an amount of deviation in a flange focal distance and presenting the amounts to a user. the imaging device acquires, for every one of a plurality of small areas in an imaging region of the image sensor, data regarding a focus position and a focusing degree of a lens by performing af demodulation following movement of the focus position manually operated by the user, and calculates an amount of tilt of the image sensor or an amount of deviation in a flange focal distance of the lens on the basis of a cross-correlation of the data regarding the focus position and the focusing degree between the plurality of small areas."
220,2022-10-11,SONY,16.0,h04n009/47,"an image processing apparatus includes an output value obtaining unit, a first interpolation unit, a second interpolation unit, an image generation unit, and a first edge detection unit. the output value obtaining unit obtains respective output values of a plurality of light-receiving elements from an image sensor including the plurality of light-receiving elements arranged two-dimensionally. the first interpolation unit uses a first interpolation algorithm to interpolate a pixel value. the second interpolation unit uses a second interpolation algorithm to interpolate a pixel value. the image generation unit generates an image based on a pixel value, which is interpolated by the first interpolation unit. the first edge detection unit detects an edge using a first edge detection algorithm based on a pixel value, which is interpolated by the second interpolation unit."
221,2022-10-11,SONO,17.0,g06f003/16,"example techniques may involve guest access to a media playback system. a guest may use a guest control device, such as a smartphone or tablet, to control aspects of a host's media playback system. in addition, the guest may temporarily register their user account of a streaming audio service with the host's media playback system, which enables playback of audio content from that service by one or more playback devices of the media playback system. when the guest control device de-registers from the host's media playback system, retrieval of audio content from the streaming audio service is disabled."
222,2022-10-11,SONO,20.0,g06f015/16,"an example method involves receiving, by a playback device in a media playback system, limited-access media, where the limited-access media corresponds to a limited-access playback device characteristic. the method may further involve determining, by the playback device, that a particular playback device having the limited-access playback device characteristic is active in the media playback system. based on determining that the particular playback device having the limited-access playback device characteristic is active in the media playback system, the method may further involve causing the media playback system to play back the limited-access media."
223,2022-10-11,SONO,20.0,h04r003/04,"example techniques relate to audio generation in a media playback system. based on one or more first functions and first characteristics of an area, the system may generate first audio that includes a first audio signal and a second audio signal. the system provides the first audio signal to at least one first audio driver and the second audio signal to at least one second audio driver, thereby causing a first playback device and a second playback device to play back the first audio synchronously. the system receives second characteristics of the area and based on one or more second functions and the second characteristics, generates second audio comprising a third audio signal and a fourth audio signal. the system provides the third audio signal to the at least one first audio driver and the fourth audio signal to the at least one second audio driver."
224,2022-10-11,SONO,20.0,g06f003/16,"examples described herein involve expanding playback of a media item from a first playback device to a second playback device. in one example, while a first playback device is playing a media item as part of a first zone, the first playback device identifies that a second playback device has moved to a location that is within a given physical proximity of the first playback. the first playback device determines that playback is to be expanded to the second playback device, and transmits a command to cause the second playback device to (i) join the first zone and (ii) begin to play the media item in synchrony with the first playback device."
225,2022-10-11,SNY,25.0,a61m005/32,"an injector device includes a housing for receiving a medicament cartridge; a needle unit comprising a needle; and a first sleeve slideable along a longitudinal axis of the housing from a first position, in which the first sleeve conceals the needle, to a second position, in which the needle is exposed from an end of the first sleeve, the first sleeve configured to engage the needle unit so that, during use, movement of the first sleeve from the first position to the second position moves the needle unit from a primary position to a secondary position, in which secondary position the needle unit locates over an end of a medicament cartridge, wherein the device further comprises a second sleeve arranged to move telescopically with respect to the first sleeve, the first sleeve extending from the second sleeve when the first sleeve is in the first position."
226,2022-10-11,SNY,20.0,a61m005/32,"described is a cap for covering a needle shield on a needle of a medicament container, the cap comprising a cylindrical portion having a first outer diameter, a disc portion disposed on a distal end of the cylindrical portion, the disc portion having a second outer diameter larger than the first outer diameter, and a gripping surface disposed on an inner surface of the cylindrical portion and adapted to a frictionally engage a needle shield on a needle."
227,2022-10-11,SNY,11.0,g06f016/00,"data management units for supporting health control of a human or animal body. the units can include a processor adapted to process the following steps: i) if a number of previous measurement data referring to a corresponding tag stored in a data storage is less than a predetermined minimum value: a) no tag is automatically assigned to a new measurement value, or b) a corresponding tag chosen from a group of tags is automatically assigned to the new measurement value based on a first tagging calculation rule; and ii) if the number of the previous measurement data referring to a corresponding tag stored in the data storage is equal to or bigger than the predetermined minimum value, the corresponding tag chosen from a group of tags is automatically assigned to the new measurement value based on at least one second tagging calculation rule."
228,2022-10-11,SNPS,19.0,h03k003/012,"the driver circuit includes a pull-up network having a first pull-up transistor controlled by a data signal, a second pull-up transistor coupled between the first pull-up transistor and a first power supply voltage, and a third pull-up transistor coupled in parallel with the second pull-up transistor. the third pull-up transistor is configured to turn on for at least one clock cycle responsive to a change in the logic level of the data signal being detected."
229,2022-10-11,SNPS,20.0,g06f030/30,"a method, includes, in part, defining a continuous signal, defining a threshold value, calibrating the continuous signal and the threshold value from measurements made on edges of one or more patterns on a mask and corresponding edges of the patterns on a wafer, convolving the continuous signal with a kernel to form a corrected signal, and establishing, by a processor, a probability of forming an edge at a point along the corrected signal in accordance with a difference between the value of the corrected signal at the point and the calibrated threshold value. the kernel is calibrated using the same measurements made on the patterns' edges."
230,2022-10-11,SNPS,20.0,g06f009/445,"disclosed herein are system, computer-readable storage medium, and method embodiments of machine-learning (ml)-based static verification for derived hardware-design elements. a system including at least one processor may be configured to extract a feature set from a hardware description and evaluate a similarity index of a first hardware element with respect to a second hardware element, using an ml process based on the feature set, wherein the first hardware element is described in the hardware description. the at least one processor may be further configured to update one or more parameters corresponding to a static verification of the hardware description while the static verification is being performed, by providing at least one test attribute, corresponding to the second hardware element, applicable to the first hardware element, in response to determining that the similarity index is within a specified range, and additionally output a first result of the static verification."
231,2022-10-11,SNPS,26.0,g06f030/30,"computer-implemented techniques are disclosed for verifying circuit designs using subgraph caching. a device under test (dut) is modeled as a graph. the graph is partitioned into one or more subgraphs and problems are generated for each subgraph. graph and subgraph problem generation is repeated numerous times throughout the verification process. problems and sub-problems are generated and solved. when a subgraph problem is solved, the problem's variables, values, and information can be stored in a cache. the storage can be based on entropy of variables used in the graph and subgraph problems. the subgraph problem storage cache can be searched for previously stored problems which match another problem in need of a solution. by retrieving subproblem variables, values, and information from the cache, the computational overhead of circuit design verification is reduced as problems are reused. caching can be accomplished using an information theoretic approach."
232,2022-10-11,SNOW,30.0,g06f011/00,provided herein are systems and methods for resilience testing. a system includes at least one hardware processor coupled to a memory and configured to decode a workflow to obtain a workload specification and a failure experiment specification. a first set of containers is configured to execute one or more workloads on a testing node. the one or more workloads are defined by the workload specification. a second set of containers is configured to execute one or more failure experiments on the testing node. the one or more failure experiments are based on the failure experiment specification. execution of the one or more failure experiments triggers an error condition on the testing node. a notification is generated based on at least one metric associated with execution of the one or more workloads and the one or more failure experiments.
233,2022-10-11,SNOW,30.0,h04l009/40,"providing access to metrics on a private data exchange is described. an example computer-implemented method can include executing one or more queries against data referenced by a data listing of a data exchange, the data exchange comprising a plurality of data listings provided by one or more data providers, gathering consumer information based on the one or more queries, assigning privileges that grant access to the consumer information to a share object, in response to the share object being added to a list of consumed share objects of a data provider that provided the data listing, generating a database that references the consumer information based on the share object, and granting access to the database to the data provider that provided the data listing."
234,2022-10-11,SNOW,20.0,g06f016/248,"the subject technology receives a first transaction. the subject technology assigns a first read version to the first transaction, the first read version indicating a first version of the linearizable storage. the subject technology performs a read operation from the first transaction on a table in a database. the subject technology determines a first commit version identifier corresponding to first data resulting from the read operation. the subject technology, in response to determining that a particular write operation is absent from the first transaction, proceeding to execute a different transaction and foregoing to perform a commit process in connection with the first transaction."
235,2022-10-11,SNOW,20.0,g06f021/00,"embodiments of the present disclosure may provide a data clean room allowing secure data analysis across multiple accounts and across different regions and cloud providers. the data clean room may also restrict which data may be used in the analysis and may restrict the output. the overlap data may be anonymized to prevent sensitive information from being revealed. a version of a provider account can be created that is similar to a client account, such as in the same cloud type or the same region as the client database account. the client account can share data that is replicated to the provider account to complete client requests using an anonymized data and the cross reference table."
236,2022-10-11,SNOW,30.0,g06f016/2458,"a query referencing an external table function provided by a remote software component is received. requests to execute the external table function on input data are sent to a proxy service. a first request includes a batch of input rows from the input data. a first response to the first request received from the proxy service includes a first portion of result data and a pagination token. the pagination token indicates that at least a second portion of the result data corresponding to the first batch of input rows is to be obtained from the remote software component. based on the pagination token, a second request is sent to obtain the second portion of the result data. one or more responses are received from the proxy service that comprise at least the second portion of the result data. the result data is processed according to the query."
237,2022-10-11,SNOW,11.0,g06f016/2453,"the subject technology provides information, corresponding to properties of a build side of a join operation, to a bloom filter. the subject technology, based at least in part on the information from the bloom filter, determines, during executing of a query plan, at least one property of the join operation to determine whether to switch an aggregation operator to a pass through mode, the at least one property comprising at least a reduction rate. the subject technology, switches, in response to the reduction rate being below a threshold value, the aggregation operator to the pass through mode during runtime of the query plan and, while the aggregation operator is in the pass through mode, an input stream of data goes through the aggregation operator without being analyzed and the input stream of data matches an output stream of data flowing out of the aggregation operator."
238,2022-10-11,SNAP,16.0,h04n005/232,"an eyewear device automatically provides an indication of photo capture by, substantially simultaneously with the capturing of a photo by a camera incorporated in the eyewear device, momentarily changing an optical characteristic of a pair of lenses forming part of the eyewear device. the photo capture indication can be by momentarily decreasing transparency of the pair of lenses such as more or less to mimic the visual effect observed in the viewfinder of an slr camera during image capture."
239,2022-10-11,SNAP,20.0,h02j007/00,"disclosed herein are regulated power supplies. the power source delivers power to a system load and includes battery units. the power source also includes power flow devices coupled to the battery units that are configured to provide power from the battery units to the system load. each power flow device corresponds to a respective one of the battery units, and includes a one direction current flow device connected in series with a current regulator between the respective battery unit and the system load."
240,2022-10-11,SNAP,19.0,g06k009/46,"method for real time video processing for retouching an object in a video, comprising: providing an object in the video steam, the object being at least partially and at least occasionally presented in frames of the video; setting a degree of retouching; generating a list of at least one element of the object selected based on a request of retouching and the degree of retouching; detecting the at least one element of the object in the video and parameters of the at least one element; calculating new parameters of the at least one element according to the degree of retouching; detecting characteristic points for each of the at least one element of the object; generating a mesh based on the characteristic points for each of the at least one element of the object; tracking the at least one element of the object in the video, wherein the tracking comprises aligning the mesh for each of the at least one element with a position of the corresponding each of the at least one element; and transforming the frames of the video such that the at least one element of the object is modified by the application of the new parameters to the at least one element of the object using the mesh."
241,2022-10-11,SNAP,18.0,g10l015/18,"a messaging system performs trend analysis on content produced by users of the messaging system. the messaging system is configured to extract modifications from content items received from client devices associated with users where the content items are modified using the modifications that comprises a text caption or a media overlay. the messaging system is further configured to determine one or more words from the content items and the extracted modifications and determine a frequency of the one or more words in the content items and the extracted modifications. the messaging system is further configured to determine whether the one or more words is a trend based on the frequency and an aggregate frequency. the messaging system is further configured to in response to the one or more words being determined as the trend, generating trend content associated with the one or more words, the trend content being a text, an image, or an augmentation content."
242,2022-10-11,SNAP,18.0,g06f021/00,"a system to generate a graphical user interface to display a presentation of a set of shared user groups between users of a social networking service is described. embodiments of the present disclosure relate generally to systems for: receiving an identification of a second user from a user account of a first user; identifying a user group that includes the first user and the second user in response to the identification of the second user from the user account of the first user; retrieving user identifiers of the first user and the second user, wherein the user identifiers may include graphical avatars; generating a group identifier based on the user identifiers; and causing display of a presentation of the user group at a client device."
243,2022-10-11,SNAP,17.0,a45d044/00,"systems, methods, and computer readable media for augmented reality beauty product tutorials are disclosed. methods disclose displaying on a first portion of a screen a beauty product tutorial including pre-recorded images of a presenter applying a beauty product to a body part of the presenter and determining first effects indicating changes to make to live images of a user to simulate applying the beauty product to the body part of the user, where the first effects are determined based on second effects indicating changes to the pre-recorded images from applying the beauty product to the body part of the presenter. methods further disclose processing the live images of the user to add the first effects and indications of motion of the beauty product and displaying the processed live images of the user on a second portion of the screen."
244,2022-10-11,SNAP,20.0,g06t005/00,"systems, devices, media, and methods are presented for generating texture models for objects within a video stream. the systems and methods access a set of images as the set of images are being captured at a computing device. the systems and methods determine, within a portion of the set of images, an area of interest containing an eye and extract an iris area from the area of interest. the systems and methods segment a sclera area within the area of interest and generate a texture for the eye based on the iris area and the sclera area."
245,2022-10-11,SNAP,20.0,g06f003/048,"aspects of the present disclosure involve a system and a method for performing operations comprising: receiving, by a messaging application implemented on a client device of a first user, input comprising a message directed to a second user; in response to receiving the input, obtaining contextual information associated with the message; identifying, based on the contextual information, a plurality of sounds representing the message; receiving a selection from the first user of a given sound of the plurality of sounds; and sending the given sound to the second user in response to receiving the selection of the given sound received from the first user."
246,2022-10-11,SNAP,20.0,g06t013/40,"embodiments described herein include an expressive icon system to present an animated graphical icon, wherein the animated graphical icon is generated by capture facial tracking data at a client device. in some embodiments, the system may track and capture facial tracking data of a user via a camera associated with a client device (e.g., a front facing camera, or a paired camera), and process the facial tracking data to animate a graphical icon."
247,2022-10-11,SNAP,20.0,g06k009/00,"an augmented reality system having a light source and a camera. the light source projects a pattern of light onto a scene, the pattern being periodic. the camera captures an image of the scene including the projected pattern. a projector pixel of the projected pattern corresponding to an image pixel of the captured image is determined. a disparity of each correspondence is determined, the disparity being an amount that corresponding pixels are displaced between the projected pattern and the captured image. a three-dimensional computer model of the scene is generated based on the disparity. a virtual object in the scene is rendered based on the three-dimensional computer model."
248,2022-10-11,SNAP,18.0,g06t011/00,"various embodiments provide for systems, methods, and computer-readable storage media for annotating a digital image with a texture fill. an annotation system may receive a user input defining a border separating a first portion of a target digital image from a second portion of the target digital image. the annotation system may then generate a contour mask, such as a binary mask, for the target digital image based on the user-defined border. the annotation system may then apply a media overlay to the target image based on the contour mask. in particular, the contour mask can define portions of the target digital image such that the annotation system will apply a media overlay to at least one of those portions while not applying the media overlay to remaining portions of the target digital image."
249,2022-10-11,SNAP,20.0,g06t017/20,"aspects of the present disclosure involve a system comprising a computer-readable storage medium storing a program and a method for receiving a monocular image that includes a depiction of a hand and extracting features of the monocular image using a plurality of machine learning techniques. the program and method further include modeling, based on the extracted features, a pose of the hand depicted in the monocular image by adjusting skeletal joint positions of a three-dimensional (3d) hand mesh using a trained graph convolutional neural network (cnn); modeling, based on the extracted features, a shape of the hand in the monocular image by adjusting blend shape values of the 3d hand mesh representing surface features of the hand depicted in the monocular image using the trained graph cnn; and generating, for display, the 3d hand mesh adjusted to model the pose and shape of the hand depicted in the monocular image."
250,2022-10-11,SNAP,20.0,g06t011/60,"systems and methods are presented that provide for receiving, at a media overlay publication system from a first client device, content to generate a media overlay, and generating the media overlay using the content received from the client device. the generated media overlay is stored in a database associated with the media overlay publication system and associated with a first characteristic of the content received from the first client device. the media overlay is provided to a second client device when a second characteristic of context data associated with the second client device correlates to the first characteristic for the media overlay, causing a display of the media overlay on a user interface of the second client device."
251,2022-10-11,SNA,6.0,b25f005/02,"a tool housing and method for making the same are disclosed. the tool housing can include upper and middle portions that are fully machined and coupled to one another. the tool housing can also include a lower housing that is partially machined, coupled to the remaining housing portions, and then fully machined. in doing so, the machining operation is eased and the portions of the housing are better aligned with one another."
252,2022-10-11,SMTC,22.0,h01l023/48,"a semiconductor device has a substrate panel with a substrate having a first substrate area and a second substrate area outside a footprint of the first substrate area. a plurality of semiconductor die or discrete ipds is disposed over the first substrate area. substrate area  102 a  has electrical interconnect for the semiconductor die. a molding compound is disposed over the semiconductor die and first substrate area using a transfer mold process, which leaves mold culls and mold gates disposed over the second substrate area. a substrate edge is formed in the second substrate area under the mold gates. the substrate edge extends into the first substrate area under the molding compound to reinforce the mold gates and reduce cracking during mold degating. the substrate edge can have a variety of forms such as parallel bars, diagonal bars, orthogonal bars, and combinations thereof."
253,2022-10-11,SMTC,17.0,g01r031/12,"circuitry for testing an integrated capacitor that includes a first capacitor, a supply node for connecting to a voltage supply, a test node for connecting to the integrated capacitor, and a charge monitoring circuit. the circuitry is operable in a sequence of states including a first state in which the first capacitor is connected to the supply node and is disconnected from the test node so as to charge the first capacitor to a test voltage and a second state in which the first capacitor is disconnected from the supply node and is connected to the test node to apply the test voltage to the integrated capacitor. the charge monitoring circuit is configured to monitor a charge transfer from the first capacitor to the integrated capacitor in said second state and to generate a measurement value based on an amount of the charge transfer."
254,2022-10-11,SMP,21.0,g01n015/06,"a soot sensing system includes a soot sensor having a first element, and circuitry to an amount of soot accumulated on the element and to control heating of the element in response to the soot accumulation. an electrostatic repelling voltage (erv) may be applied to a sensor/heater element(s) during a contamination prevention mode (cpm) to repel ash and reduce contamination of the sensor. a pulsed heating voltage (phv) may be applied to the elements during the cpm and a pulsed erv may be applied to the elements during the “off” period of the phv. all voltage to the elements may be turned off during the cpm and the elements may be floating/ground. a phv may be applied to the elements during the cpm and no voltage may be applied to the elements during the “off” period of the phv. a heating voltage may be applied to the elements during a cpm corresponding to a cold start."
255,2022-10-11,SLB,11.0,e21b043/26,"a downhole tool assembly for completing or cleaning a wellbore. the downhole tool assembly may include a perforation gun sub and a laser assembly sub. the perforation gun sub may be used to propagate a shockwave through one or more pre-existing perforations in a formation. the laser assembly sub may be used for treating perforations, e.g. treating the one or more pre-existing perforations. depending on the parameters of the operation, the treating of the perforations may comprise changing the shape of the perforations and/or making the perforations wider, deeper, or otherwise adjusted."
256,2022-10-11,SLB,20.0,e21b043/17,"a technique facilitates hydrocarbon fluid production. a well is formed in a subterranean region by drilling a borehole, e.g. a generally vertical wellbore. at least one tunnel is formed and oriented to extend outwardly from the borehole at least 10 feet into a formation surrounding the borehole. the orientation of the at least one tunnel is selected such that it extends at a desired angle with respect to a direction of horizontal stress in the formation. a fracture stimulation of the at least one tunnel is performed to create a network of fractures. the orientation of the at least one tunnel ensures that the network of fractures extends through a target zone in a hydrocarbon bearing region of the formation."
257,2022-10-11,SLB,15.0,g01v001/30,"a method for detecting an unknown fault in a target seismic volume. the method includes generating a number of patches from a training seismic volume that is separate from the target seismic volume, where a patch includes a set of training areas, generating a label for assigning to the patch, where the label represents a subset, of the set of training areas, intersected by an known fault specified by a user in the training seismic volume, training, during a training phase and based at least on the label and the training seismic volume, a machine learning model, and generating, by applying the machine learning model to the target seismic volume during a prediction phase subsequent to the training phase, a result to identify the unknown fault in the target seismic volume."
258,2022-10-11,SITM,27.0,h03b005/30,a resonant member of a mems resonator oscillates in a mechanical resonance mode that produces non-uniform regional stresses such that a first level of mechanical stress in a first region of the resonant member is higher than a second level of mechanical stress in a second region of the resonant member. a plurality of openings within a surface of the resonant member are disposed more densely within the first region than the second region and at least partly filled with a compensating material that reduces temperature dependence of the resonant frequency corresponding to the mechanical resonance mode.
259,2022-10-11,SHW,13.0,c09d007/48,an electrocoat system for electrodeposition is described. the system includes an inorganic bismuth-containing compound or a mixture of inorganic and organic bismuth-containing compounds. the system demonstrates a high degree of crosslinking and produces a cured coating with optimal crosslinking and corrosion resistance.
260,2022-10-11,SCS,25.0,a47c007/44,"a chair includes a base structure, a seat support structure, a back frame comprising a front surface, a rear surface and a forwardly extending bottom portion pivotably connected to the base, a biasing member biasing the back frame from a reclined position toward an upright position, wherein the biasing member is located entirely forward a rearward most edge of the seat support structure, and a back shell comprising a forwardly extending bottom portion connected to the seat support structure, a front surface, a rear surface positioned in front of the front surface of the back frame, a pair of laterally spaced side portions defining an opening therebetween, and a top portion extending laterally between and connected to the side portions, wherein each of the side portions are exclusively connected to the back frame at a first location."
261,2022-10-11,SAP,21.0,g06f016/23,"disclosed herein are system, method, and computer program product embodiments for using a data statistic as a dynamic data integrity constraint. an embodiment operates by defining a data statistic for a column or a set of columns of a partition of a plurality of partitions of a database table. the embodiment creates a constraint data statistics object based on the data statistic. the embodiment receives a query for the database table. the embodiment determines the constraint data statistics object is consistent with a data state of the partition. the embodiment derives an implied constraint based on the constraint data statistics object. the embodiment processes the query for the partition based on the implied constraint."
262,2022-10-11,SAP,17.0,g06f016/22,"implementations of the present disclosure include methods, systems, and computer-readable storage mediums for receiving first and second data sets, both the first and second data sets including structured data in a plurality of columns, for each of the first data set and the second data set, inputting each column into an encoder specific to a column type of a respective column, the encoder providing encoded data for the first data set, and the second data set, respectively, providing a first multi-dimensional vector based on encoded data of the first data set, providing a second multi-dimensional vector based on encoded data of the second data set, and outputting the first multi-dimensional vector and the second multi-dimensional vector to a loss-function, the loss-function processing the first multi-dimensional vector and the second multi-dimensional vector to provide an output, the output representing matched data points between the first and second data sets."
263,2022-10-11,SAP,20.0,h04l009/40,"a content replication connector receives control data associated with replication of content data from a source system. based on the control data, the content replication connector fetches the content data from the source system, converts the content data from a first data format to a second data format, and sends the content data to a content replication server. the content replication server replicates the content data, and a target system fetches the content data from the content replication server."
264,2022-10-11,SAP,20.0,g06f011/14,"a database receives pages that are piped from backup media with each of the pages having a corresponding savepoint version. at least a portion of the pages are then flagged as being from recovery. the savepoint versions for the pages are maintained if they have a flag. a single checksum is then calculated for each page to confirm integrity. each page is then loaded into memory of the database after it is confirming the corresponding calculated single checksum. related apparatus, systems, techniques and articles are also described."
265,2022-10-11,SAP,20.0,g06f017/00,"some embodiments provide a non-transitory machine-readable medium that stores a program. upon receiving an email from a client device, the program determines a datamap from a plurality of datamaps that corresponds to the email. the program further uses the determined datamap to parse the email and extract data from the email. based on the extracted data from the email, the program also determines that the email is a cancelation for a first event. the program further determines that the cancelation for the first event matches a second event of a collection of events. the program also associates the cancelation for the first event with the second event of the collection of events."
266,2022-10-11,SAP,20.0,g06f016/22,"a system for an in-memory row storage architecture can be provided. in some implementations, the system performs operations comprising monitoring access to a plurality of rows in a database partition, a first portion of the plurality of rows stored in a persistent page store and a second portion of the plurality of rows stored in an in-memory row store. the operations can further comprise determining workload parameters based on the monitoring, selecting a location for performing a database operation on the database partition based on the workload parameters, and performing the database operation on the database partition within the selected location (e.g., the persistent page store or the in-memory row store). related systems, methods, and articles of manufacture are also described."
267,2022-10-11,SAP,17.0,g06f016/23,"disclosed herein are system, method, and computer program product embodiments for determining a constraint data statistics object is consistent. an embodiment operates by receiving a query for a database table. the embodiment determines a constraint data statistic object associated with a partition of the database table. the embodiment determines the constraint data statistics object is consistent with a data state of the partition of the database table based on consistency metadata of the constraint data statistics object. the embodiment processes the query for the database table based on the determining the constraint data statistics object is consistent with the data state of the partition of the database table."
268,2022-10-11,SAP,18.0,g06f016/242,"provided are systems and methods for generating an agnostic data structure that stores debriefing information for a predictive model. in one example, the method may include receiving training data of a predictive program having a model type from among a plurality of different model types, identifying values of generic debriefing information from the training data which is generic among the different model types and values of semantic debriefing information from the training data which is unique to the model type of the received predictive program from among the plurality of different model types, extracting the values of the generic debriefing information and the values of the semantic debriefing information, and storing the values of the generic debriefing information and the semantic debriefing information within an agnostic debriefing data structure."
269,2022-10-11,SAP,20.0,g06n003/08,"example systems and methods of developing a learning model are presented. in one example, a sample data set to train a first learning algorithm is accessed. a number of states for each input of the sample data set is determined. a subset of the inputs is selected, and the sample data set is partitioned into a number of partitions equal to a combined number of states of the selected inputs. a second learning algorithm is created for each of the partitions, wherein each second learning algorithm receives the unselected inputs. each of the second learning algorithms is assigned to a processor and trained using the samples of the partition corresponding to that algorithm. decision logic is generated to direct each of a plurality of operational data units as input to one of the second learning algorithms based on states of the selected inputs of the operational data unit."
270,2022-10-11,SAP,20.0,g06f015/16,"a process is provided for independently hashing and filtering a data set, such as during preprocessing. for the data set, one or more records, separately having one or more fields, may be identified. a record hash value set, containing one or more record hash values for the respective one or more records, may be generated. generating a given record hash value may be accomplished as follows. for a given record, a hash value set may be generated, having one or more field hash values for the respective one or more fields of the given record. the record hash value for the given record may be generated based on the hash value set. a total hash value for the data set may be generated based on the record hash value set. the records of the data set may be filtered based on classification of the query that generated the records."
