,Ticker,TrumpBeta,TrumpOdds
882,TRU,0.2280016303,0.4
883,AGYS,0.2278123797,0.4
884,KALA,0.2273926472,0.4
885,PIM,0.2271206912,0.4
886,CVS,0.2264054759,0.4
887,AGTC,0.2260054697,0.4
888,STKS,0.2259878757,0.4
889,SGA,0.2257677868,0.4
890,CISN,0.2256472697,0.4
891,PETS,0.2247108205,0.4
892,SNY,0.2247037428,0.4
893,BSMT,0.2245600109,0.4
894,AMED,0.2244876016,0.4
895,RESI,0.2244765181,0.4
896,MNTA,0.2241443653,0.4
897,PEP,0.2240949621,0.4
898,VGLT,0.2234507271,0.4
899,TLT,0.2234473348,0.4
900,BSMM,0.2234324658,0.4
901,ABUS,0.2233679267,0.4
902,PHAT,0.2232147233,0.4
903,ADRA,0.2231045647,0.4
904,BIMI,0.222717215,0.4
905,SPNE,0.2221875535,0.4
906,NWPX,0.2210491072,0.4
907,CBNK,0.2207192471,0.4
908,IGMS,0.2204721528,0.4
909,MA,0.2201263,0.4
910,SBSI,0.2199542721,0.4
911,MSG,0.2196176892,0.4
912,ENV,0.2191019243,0.4
913,CRY,0.2185696448,0.4
914,CEMI,0.2181004429,0.4
915,WUBA,0.2180621693,0.4
916,GRTS,0.2179183691,0.4
917,XENT,0.2178780509,0.4
918,KO,0.2176871947,0.4
919,INFU,0.2176107312,0.4
920,TFX,0.2167791391,0.4
921,SNSS,0.2167765476,0.4
922,BSML,0.2167633362,0.4
923,BSMR,0.2165973667,0.4
924,LX,0.2163175961,0.4
925,XNET,0.2147222961,0.4
926,SRE,0.2145522249,0.4
927,AMTD,0.214442702,0.4
928,CHNG,0.2142817693,0.4
929,VIST,0.2132461358,0.4
930,NPTN,0.2131910952,0.4
931,KVHI,0.2126222665,0.4
932,ELMD,0.2125889143,0.4
933,NEO,0.2123957571,0.4
934,CPL,0.2121269817,0.4
935,MRCY,0.2118641885,0.4
936,SBAC,0.211715999,0.4
937,DUK,0.211572013,0.4
938,EXPO,0.2109567686,0.4
939,SR,0.2108189491,0.4
940,CPLP,0.210622568,0.4
941,MFV,0.2103627217,0.4
942,HRC,0.2101659129,0.4
943,BSMS,0.2100100308,0.4
944,AWI,0.2091981767,0.4
945,JAG,0.2090463115,0.4
946,RMD,0.2090380324,0.4
947,BSMN,0.2087687772,0.4
948,SQNS,0.2087158444,0.4
949,OTTW,0.2085442853,0.4
950,GENE,0.2083155824,0.4
951,ATO,0.2081948406,0.4
952,CWST,0.2077686042,0.4
953,TBNK,0.2064750872,0.4
954,CXW,0.206366529,0.4
955,MDU,0.2059495741,0.4
956,QUIK,0.2058925227,0.4
957,CRHM,0.2056583007,0.4
958,ORA,0.2055447363,0.4
959,JCOM,0.2054642808,0.4
960,FMNB,0.2052894007,0.4
961,DOV,0.2051627408,0.4
962,CIGI,0.204411232,0.4
963,ARES,0.2042133072,0.4
964,BKE,0.2041708818,0.4
965,ERH,0.2040835911,0.4
966,CCI,0.2039283142,0.4
967,TLF,0.2038340485,0.4
968,SMED,0.2037995195,0.4
969,IBN,0.2034984373,0.4
970,CDTX,0.2031628974,0.4
971,CIF,0.2030883638,0.4
972,DWPP,0.202863594,0.4
973,CFO,0.2027464734,0.4
974,CABA,0.2021164136,0.4
975,PLW,0.2016336273,0.4
976,ASPU,0.2016055351,0.4
977,CLLS,0.2015024702,0.4
978,DRIO,0.2014829442,0.4
979,MBIN,0.2013975058,0.4
980,AMK,0.2009760643,0.4
981,MYFW,0.2007852887,0.4
982,BCPC,0.2003905053,0.4
983,CBFV,0.200191487,0.4
984,ADSW,0.1998819892,0.4
985,PPL,0.1996724071,0.4
986,MDT,0.1995952909,0.4
987,CPK,0.1995848515,0.4
988,TCP,0.1995038416,0.4
989,FARO,0.1992198079,0.4
990,TMP,0.1990251508,0.4
991,KZR,0.1987241774,0.4
992,CME,0.1985461938,0.4
993,H,0.1983644837,0.4
994,LFVN,0.1982125206,0.4
995,ODC,0.1969599529,0.4
996,PBFS,0.1969067437,0.4
997,ACER,0.1963483296,0.4
998,WABC,0.1963153257,0.4
999,DPZ,0.1962426776,0.4
1000,TCDA,0.1962205587,0.4
1001,EIX,0.1960733721,0.4
1002,CMS,0.1958697984,0.4
1003,TPL,0.1956893406,0.4
1004,HIL,0.1956537655,0.4
1005,BQH,0.1956205958,0.4
1006,EVBG,0.1952114041,0.4
1007,GNW,0.1951453315,0.4
1008,CNS,0.1949936126,0.4
1009,K,0.1948128116,0.4
1010,PUI,0.1945962558,0.4
1011,THRM,0.1940881513,0.4
1012,AMX,0.1938026954,0.4
1013,CBRE,0.1935748163,0.4
1014,UTL,0.1931764602,0.4
1015,ITIC,0.1924974892,0.4
1016,CTK,0.1924455865,0.4
1017,JLL,0.1921093825,0.4
1018,BSMO,0.1920236877,0.4
1019,RMED,0.1917454037,0.4
1020,OGS,0.1917341912,0.4
1021,NI,0.1914083745,0.4
1022,MSCI,0.1912212896,0.4
1023,KRKR,0.190571154,0.4
1024,GL,0.1903893994,0.4
1025,AMBC,0.190195162,0.4
1026,XEL,0.1901646994,0.4
1027,PAC,0.1900377037,0.4
1028,FXNC,0.1899261313,0.4
1029,SES,0.1896450317,0.4
1030,LMST,0.1892738873,0.4
1031,PIO,0.1891750312,0.4
1032,SPHS,0.1891398708,0.4
1033,SENS,0.1890233891,0.4
1034,SAL,0.1881616094,0.4
1035,CNFR,0.1881050594,0.4
1036,TW,0.1879788246,0.4
1037,RCKT,0.1878320575,0.4
1038,MDLZ,0.1874337559,0.4
1039,NDLS,0.1873891424,0.4
1040,IX,0.1872701701,0.4
1041,RCUS,0.1872195489,0.4
1042,BDX,0.187187619,0.4
1043,CBPO,0.1869125673,0.4
1044,CNSL,0.1867546994,0.4
1045,IVC,0.1865764762,0.4
1046,THC,0.1864397382,0.4
1047,SJM,0.1863300316,0.4
1048,AAXN,0.1860235608,0.4
1049,CCX,0.1859333823,0.4
1050,OTTR,0.1854292529,0.4
1051,CSL,0.1851673978,0.4
1052,ATNI,0.1839790344,0.4
1053,RNG,0.1839411047,0.4
1054,DIOD,0.1838082459,0.4
1055,ASR,0.1837943075,0.4
1056,CHL,0.1836198887,0.4
1057,ELS,0.1832500472,0.4
1058,AY,0.1832381674,0.4
1059,JPM,0.1832036699,0.4
1060,AWRE,0.18286876,0.4
1061,RNGR,0.1827628415,0.4
1062,SCPE,0.1824737725,0.4
1063,FLEX,0.182373146,0.4
1064,VRCA,0.1822325573,0.4
1065,RUBI,0.1821447913,0.4
1066,CODI,0.1817243923,0.4
1067,TAOP,0.180232916,0.4
1068,LLNW,0.1801596952,0.4
1069,BHC,0.1799316137,0.4
1070,PEN,0.1798711816,0.4
1071,TNP,0.1796056169,0.4
1072,AMT,0.1791581649,0.4
1073,EROS,0.179128434,0.4
1074,ENIC,0.1790586166,0.4
1075,STXS,0.1788345157,0.4
1076,NAT,0.1784740443,0.4
1077,IBB,0.1784308002,0.4
1078,VCF,0.1776690814,0.4
1079,FCBP,0.1776213473,0.4
1080,VMM,0.177566389,0.4
1081,FLL,0.1774998893,0.4
1082,VTIQ,0.1773001323,0.4
1083,FATE,0.1772772472,0.4
1084,BHK,0.1772095128,0.4
1085,LNGR,0.1771846857,0.4
1086,NEPH,0.1771366339,0.4
1087,IEF,0.1770504284,0.4
1088,CRBP,0.176949296,0.4
1089,SATS,0.1765467323,0.4
1090,VETS,0.1763725538,0.4
1091,HTZ,0.1762730396,0.4
1092,JWN,0.176210078,0.4
1093,WIFI,0.1758738539,0.4
1094,VBFC,0.1755189962,0.4
1095,FCCO,0.1751336304,0.4
1096,FRC,0.1748990053,0.4
1097,RVNC,0.1748883479,0.4
1098,MIN,0.1748114028,0.4
1099,MGF,0.1747239463,0.4
1100,LIFE,0.1746719189,0.4
1101,ERII,0.1746226359,0.4
1102,GBCI,0.1743335189,0.4
1103,PPR,0.1742436203,0.4
1104,HOLI,0.1741095996,0.4
1105,CW,0.1740943468,0.4
1106,BPRN,0.1739543726,0.4
1107,BWB,0.1733536049,0.4
1108,MGRC,0.1731033683,0.4
1109,SFUN,0.1730766056,0.4
1110,WINA,0.1730400036,0.4
1111,CHTR,0.1729338933,0.4
1112,TEO,0.1727968088,0.4
1113,OVLY,0.1721588425,0.4
1114,CYH,0.1716957898,0.4
1115,STK,0.1711173794,0.4
1116,MYL,0.1709656389,0.4
1117,DSWL,0.1707913087,0.4
1118,CTG,0.1705704677,0.4
1119,AES,0.1705002292,0.4
1120,SIM,0.1704261987,0.4
1121,ALCO,0.1703535981,0.4
1122,BRN,0.1699823747,0.4
1123,JBGS,0.1696230298,0.4
1124,MRBK,0.1693503181,0.4
1125,PSCU,0.169332862,0.4
1126,CTMX,0.169007104,0.4
1127,CERC,0.1690009095,0.4
1128,INFI,0.1682856701,0.4
1129,NBTB,0.1680053942,0.4
1130,SIRI,0.1676510226,0.4
1131,PSTL,0.1674679236,0.4
1132,WVFC,0.1667399413,0.4
1133,NXJ,0.1667266562,0.4
1134,MUH,0.1665304319,0.4
1135,PINE,0.1664998631,0.4
1136,ROST,0.1663452877,0.4
1137,MSI,0.1660911263,0.4
1138,UMH,0.1660182182,0.4
1139,ARA,0.1659927835,0.4
1140,BRKR,0.1659689369,0.4
1141,BEP,0.1659396613,0.4
1142,FTS,0.1658957244,0.4
1143,HCA,0.1657721425,0.4
1144,PSF,0.1653903713,0.4
1145,VGIT,0.1653502891,0.4
1146,BRPA,0.1652504651,0.4
1147,ARR,0.1650650915,0.4
1148,DMF,0.1650424373,0.4
1149,NXQ,0.1649221847,0.4
1150,GTN,0.1648165952,0.4
1151,BKYI,0.1647496312,0.4
1152,EVV,0.1647023734,0.4
1153,QTS,0.1642940029,0.4
1154,VECO,0.1642710049,0.4
1155,OPOF,0.1639527945,0.4
1156,DALI,0.1627687538,0.4
1157,INSG,0.1624342761,0.4
1158,NOC,0.1621439128,0.4
1159,LPG,0.1619436739,0.4
1160,WRE,0.1610377107,0.4
1161,GLG,0.1609729387,0.4
1162,THMO,0.1609561577,0.4
1163,GLUU,0.160466499,0.4
1164,IEI,0.1603784145,0.4
1165,LYTS,0.1603390829,0.4
1166,DOC,0.1602507064,0.4
1167,TILE,0.1601233922,0.4
1168,CXO,0.1598854441,0.4
1169,ICFI,0.1597379566,0.4
1170,HEQ,0.159721489,0.4
1171,HOTH,0.1595199967,0.4
1172,SFBS,0.1592611565,0.4
1173,TJX,0.1591956111,0.4
1174,WHG,0.159191214,0.4
1175,VMBS,0.1591317988,0.4
1176,ACAD,0.1584982501,0.4
1177,OAC,0.1582938655,0.4
1178,DGICA,0.1581827922,0.4
1179,LOAC,0.158175196,0.4
1180,NID,0.1580763258,0.4
1181,AVH,0.1577424962,0.4
1182,WTS,0.157707403,0.4
1183,BND,0.1577072754,0.4
1184,ITRI,0.1576152144,0.4
1185,EGF,0.1575760058,0.4
1186,CNTG,0.1571537228,0.4
1187,ZFGN,0.1571238184,0.4
1188,PBHC,0.1570122491,0.4
1189,CUZ,0.1563194287,0.4
1190,CVBF,0.1558462188,0.4
1191,ATAX,0.1558187893,0.4
1192,MRCC,0.1557490873,0.4
1193,LGC,0.1556329757,0.4
1194,MBB,0.1555619302,0.4
1195,NQP,0.1555456912,0.4
1196,GWGH,0.1554338629,0.4
1197,KRC,0.1551351203,0.4
1198,WTM,0.1548704545,0.4
1199,NVEC,0.1547844283,0.4
1200,DESP,0.1547370012,0.4
1201,SEIC,0.1544755801,0.4
1202,AGBA,0.1542341926,0.4
1203,MGEE,0.1542046262,0.4
1204,MKL,0.1537558981,0.4
1205,EVA,0.1534043861,0.4
1206,MCO,0.1529529481,0.4
1207,IDXG,0.1525994049,0.4
1208,EPAY,0.1520689908,0.4
1209,AQUA,0.1519974787,0.4
1210,ALAC,0.1518258,0.4
1211,SI,0.1517933758,0.4
1212,MRNS,0.1515598305,0.4
1213,BCBP,0.151409143,0.4
1214,FAM,0.1513352458,0.4
1215,LSXMK,0.1512020561,0.4
1216,NTNX,0.1510239384,0.4
1217,HKIB,0.1509727093,0.4
1218,LAUR,0.1509675651,0.4
1219,WOW,0.1509280088,0.4
1220,GEO,0.1507549929,0.4
1221,CSWI,0.1507132611,0.4
1222,VCLT,0.1501760677,0.4
1223,NAOV,0.1500595632,0.4
1224,DUC,0.1498751298,0.4
1225,MASI,0.1496466502,0.4
1226,XRX,0.149629964,0.4
1227,NKTR,0.14961646,0.4
1228,AVY,0.1494777079,0.4
1229,IOSP,0.1493741843,0.4
1230,AMAT,0.1493610597,0.4
1231,HURN,0.149116237,0.4
1232,MSC,0.1490968709,0.4
1233,NHC,0.1490892675,0.4
1234,MBSD,0.1489465451,0.4
1235,ADVM,0.1489057599,0.4
1236,TGNA,0.1487582085,0.4
1237,MNCL,0.1486824071,0.4
1238,LND,0.1486540039,0.4
1239,HSY,0.1486353647,0.4
1240,ADP,0.1483160383,0.4
1241,SJI,0.1479505955,0.4
1242,INSM,0.1474050449,0.4
1243,GXGX,0.1473434973,0.4
1244,AMCI,0.1473307239,0.4
1245,MAT,0.1468619904,0.4
1246,FNV,0.1467283245,0.4
1247,VGSH,0.1463067072,0.4
1248,IUSB,0.146293778,0.4
1249,MAA,0.1462710194,0.4
1250,GCBC,0.1461183899,0.4
1251,TSI,0.1460064762,0.4
1252,NKG,0.1459504175,0.4
1253,PFE,0.1458829461,0.4
1254,NKX,0.1457572909,0.4
1255,ANDA,0.1457393382,0.4
1256,URGN,0.1457367191,0.4
1257,TOTA,0.1457199328,0.4
1258,CTL,0.1456215433,0.4
1259,SHY,0.1454094337,0.4
1260,GNMA,0.145226762,0.4
1261,PLOW,0.1450013524,0.4
1262,NEA,0.1449836714,0.4
1263,STBA,0.1449645046,0.4
1264,BKT,0.1448492302,0.4
1265,MHD,0.1447511362,0.4
1266,TPRE,0.1444077754,0.4
1267,THCA,0.1442993468,0.4
1268,EVER,0.1441637115,0.4
1269,CFBI,0.1440139266,0.4
1270,PWOD,0.1436601957,0.4
1271,EXLS,0.1436259601,0.4
1272,KMI,0.1435972697,0.4
1273,REXR,0.1435055645,0.4
1274,NEM,0.1430434874,0.4
1275,VIPS,0.1429807565,0.4
1276,MPA,0.1429199765,0.4
1277,BCYC,0.1427144374,0.4
1278,EBTC,0.1424673665,0.4
1279,CNR,0.1423982954,0.4
1280,LSI,0.1423266184,0.4
1281,BXP,0.1422916064,0.4
1282,CGIX,0.1421321142,0.4
1283,WYNN,0.1419754099,0.4
1284,BBW,0.1419656413,0.4
1285,FIXD,0.1419408595,0.4
1286,PTNR,0.1417151452,0.4
1287,UNB,0.1416462117,0.4
1288,GNTX,0.1415984528,0.4
1289,AMGN,0.1414851268,0.4
1290,RMI,0.1414119279,0.4
1291,BASI,0.1411849688,0.4
1292,EVN,0.1409588656,0.4
1293,BAH,0.1408713872,0.4
1294,TERP,0.1407631734,0.4
1295,CYBR,0.1407245677,0.4
1296,INFO,0.1402711019,0.4
1297,INST,0.140158641,0.4
1298,PGRE,0.1400724811,0.4
1299,SRCL,0.1398981261,0.4
1300,NMY,0.1398594513,0.4
1301,SCI,0.1398206702,0.4
1302,SPXC,0.1395412649,0.4
1303,NAD,0.1394702227,0.4
1304,MRUS,0.1391225197,0.4
1305,ICMB,0.1389058998,0.4
1306,HCCI,0.1388869023,0.4
1307,BBU,0.1387316118,0.4
1308,EML,0.1384724997,0.4
1309,GDI,0.1383607417,0.4
1310,GMHI,0.138303545,0.4
1311,VREX,0.1382080606,0.4
1312,VRNA,0.1381619725,0.4
1313,IBM,0.1381156722,0.4
1314,LAIX,0.1379186833,0.4
1315,ASTC,0.1379033586,0.4
1316,AAON,0.1378648226,0.4
1317,EFBI,0.1378177238,0.4
1318,EDU,0.1377164253,0.4
1319,NBO,0.1376423093,0.4
1320,GAIN,0.1373890591,0.4
1321,HLT,0.1370821692,0.4
1322,TRN,0.1370303033,0.4
1323,FRA,0.1369931257,0.4
1324,INSI,0.1369547836,0.4
1325,CAE,0.1369205873,0.4
1326,LMBS,0.1365095135,0.4
1327,GIX,0.1364772968,0.4
1328,EVBN,0.136396445,0.4
1329,REGN,0.1363877603,0.4
1330,MC,0.1362335214,0.4
1331,SPRT,0.1361385998,0.4
1332,MNE,0.1360895993,0.4
1333,COMM,0.1360236987,0.4
1334,EIM,0.1356483973,0.4
1335,BNDW,0.135525216,0.4
1336,ABTX,0.1354971701,0.4
1337,UBER,0.135483361,0.4
1338,TYME,0.1353852242,0.4
1339,FOXA,0.1351972937,0.4
1340,SAMA,0.135179511,0.4
1341,ULTA,0.1350801584,0.4
1342,ARD,0.1348019418,0.4
1343,GTYH,0.1343854438,0.4
1344,AKS,0.1343441419,0.4
1345,KMB,0.1343375275,0.4
1346,SMSI,0.1342289908,0.4
1347,MHE,0.1342195628,0.4
1348,AVID,0.1341371361,0.4
1349,PIC,0.1340896489,0.4
1350,WIW,0.1339145794,0.4
1351,NYV,0.1339132632,0.4
1352,SHV,0.1338988274,0.4
1353,MHF,0.1338185505,0.4
1354,RJF,0.1332390962,0.4
1355,KERN,0.133228688,0.4
1356,DJCO,0.1331315756,0.4
1357,MMT,0.1330101054,0.4
1358,MICR,0.1324259412,0.4
1359,T,0.1321213684,0.4
1360,NIQ,0.1319619405,0.4
1361,NRC,0.1315233352,0.4
1362,TCCO,0.1315055292,0.4
1363,BANC,0.1313497038,0.4
1364,AFB,0.1312211157,0.4
1365,SGH,0.1311383412,0.4
1366,BMRN,0.1311312509,0.4
1367,CRSA,0.1310771503,0.4
1368,TAP,0.1307199274,0.4
1369,FT,0.130255993,0.4
1370,AFT,0.1301948821,0.4
1371,CFFA,0.1301943486,0.4
1372,ACAM,0.1301173341,0.4
1373,ZAGG,0.1297916953,0.4
1374,SUSC,0.1297875122,0.4
1375,ANSS,0.1297221477,0.4
1376,PAYC,0.1297038094,0.4
1377,NRK,0.1293732872,0.4
1378,TDAC,0.1293615048,0.4
1379,ARTNA,0.1293300281,0.4
1380,ED,0.1291455101,0.4
1381,NJV,0.1291365578,0.4
1382,STX,0.1290969357,0.4
1383,PPT,0.1289597709,0.4
1384,BAC,0.1285079019,0.4
1385,MGTX,0.1283410209,0.4
1386,THCB,0.1278287109,0.4
1387,WAL,0.127819707,0.4
1388,HBMD,0.1277451667,0.4
1389,NPN,0.1277087404,0.4
1390,TZACU,0.1276318421,0.4
1391,NTUS,0.1275816352,0.4
1392,HVBC,0.1275778071,0.4
1393,ZTR,0.1273737235,0.4
1394,FRAF,0.1273639703,0.4
1395,SNN,0.1268770878,0.4
1396,NXR,0.1267529432,0.4
1397,MNSB,0.1266563789,0.4
1398,JEF,0.1264788934,0.4
1399,VOYA,0.126473697,0.4
1400,PNW,0.1264722347,0.4
1401,TRMT,0.1261963729,0.4
1402,BFZ,0.1261543568,0.4
1403,BNY,0.1260575045,0.4
1404,DMAC,0.1259015822,0.4
1405,FCAP,0.1255449293,0.4
1406,JFR,0.1254441353,0.4
1407,ASYS,0.1254336472,0.4
1408,APT,0.1253732044,0.4
1409,VGM,0.1252336427,0.4
1410,BBH,0.1247755857,0.4
1411,KSU,0.1246738111,0.4
1412,SYKE,0.1246452379,0.4
1413,AZN,0.1243726834,0.4
1414,HMTV,0.1241341638,0.4
1415,MUI,0.1239455225,0.4
1416,MGYR,0.1238263383,0.4
1417,DDF,0.1234220817,0.4
1418,MYI,0.123180999,0.4
1419,EVY,0.1228688862,0.4
1420,HLIT,0.1227650063,0.4
1421,JNCE,0.1227252214,0.4
1422,RPLA,0.1227237084,0.4
1423,VRTU,0.1224541845,0.4
1424,FCT,0.1223812914,0.4
1425,BAF,0.1223274408,0.4
1426,GIM,0.1220873098,0.4
1427,UMPQ,0.1220400112,0.4
1428,CSPI,0.1219531568,0.4
1429,VTC,0.1218885724,0.4
1430,FMB,0.1215051556,0.4
1431,STAR,0.1213864989,0.4
1432,OMAB,0.1213454882,0.4
1433,BYM,0.1212680033,0.4
1434,VKQ,0.1209706304,0.4
1435,IR,0.1209489863,0.4
1436,AGZD,0.1207304884,0.4
1437,PMD,0.120389254,0.4
1438,NOAH,0.1201818005,0.4
1439,FWP,0.119853811,0.4
1440,FTSM,0.119839242,0.4
1441,FCCY,0.1198289791,0.4
1442,MIY,0.1198250899,0.4
1443,QLYS,0.1196312834,0.4
1444,ASLN,0.1195968052,0.4
1445,AVAL,0.1194174673,0.4
1446,HEPA,0.119329809,0.4
1447,CTEK,0.1193291831,0.4
1448,CII,0.1193005195,0.4
1449,MFL,0.1192085457,0.4
1450,FMN,0.1191193078,0.4
1451,MIME,0.1190127629,0.4
1452,PNM,0.1186604326,0.4
1453,FMY,0.1186112601,0.4
1454,CASH,0.1185066281,0.4
1455,FRG,0.1185044482,0.4
1456,SLQD,0.1184752869,0.4
1457,MYN,0.118436422,0.4
1458,MLND,0.1183091108,0.4
1459,LFAC,0.1182750101,0.4
1460,RMG,0.1181992714,0.4
1461,KBLM,0.1180265068,0.4
1462,AIRT,0.1180220409,0.4
1463,ENIA,0.1179399377,0.4
1464,IROQ,0.117818135,0.4
1465,USLM,0.1177988311,0.4
1466,NAC,0.1176751867,0.4
1467,SGRY,0.1176744664,0.4
1468,NWFL,0.1175105589,0.4
1469,FCAL,0.1174125533,0.4
1470,CBMG,0.1174088656,0.4
1471,CHS,0.1172064541,0.4
1472,SVA,0.1171929983,0.4
1473,PFBC,0.1170520708,0.4
1474,DEX,0.1167942413,0.4
1475,BFO,0.1167809686,0.4
1476,DSU,0.1165324543,0.4
1477,BCRH,0.1164673124,0.4
1478,COST,0.1163226829,0.4
1479,SMMC,0.1160215555,0.4
1480,FGBI,0.1158989585,0.4
1481,MQT,0.1158427083,0.4
1482,IGSB,0.1158011924,0.4
1483,ROLL,0.1157547802,0.4
1484,WCN,0.1154945287,0.4
1485,LEVL,0.1154861101,0.4
1486,JQC,0.1154372905,0.4
1487,USIG,0.1153377302,0.4
1488,FUNC,0.1153305456,0.4
1489,CPTA,0.1151640602,0.4
1490,LDSF,0.1151162067,0.4
1491,SUSB,0.1147266781,0.4
1492,EVM,0.1147000237,0.4
1493,NCBS,0.114681807,0.4
1494,VCSH,0.114365455,0.4
1495,CCC,0.113913931,0.4
1496,CWT,0.1139134801,0.4
1497,BNDX,0.1139107485,0.4
1498,UI,0.1136372105,0.4
1499,GDEN,0.1136305288,0.4
1500,EVG,0.1133931855,0.4
1501,GGB,0.1133463233,0.4
1502,NEV,0.1132686253,0.4
1503,PDEX,0.1131970008,0.4
1504,NUM,0.1131932907,0.4
1505,PBIP,0.1128669137,0.4
1506,PGR,0.1126851693,0.4
1507,CNXN,0.112379328,0.4
1508,FMS,0.1123627377,0.4
1509,WIA,0.1118919494,0.4
1510,IDA,0.1116897259,0.4
1511,PFIN,0.111288271,0.4
1512,CFFN,0.1112041256,0.4
1513,JFU,0.1111835582,0.4
1514,KFFB,0.1111642632,0.4
1515,CZWI,0.1111149673,0.4
1516,HSTM,0.1109474759,0.4
1517,CATO,0.110855844,0.4
1518,MAV,0.1107077597,0.4
1519,BKI,0.1106185995,0.4
1520,PLC,0.1105683428,0.4
1521,WMC,0.1104104456,0.4
1522,AMRN,0.1103805346,0.4
1523,CAJ,0.1103296531,0.4
1524,AVXL,0.1103284604,0.4
1525,IVR,0.1100398697,0.4
1526,BGT,0.1100345999,0.4
1527,LEVI,0.1098789327,0.4
1528,CL,0.1097400248,0.4
1529,NFLX,0.1097205829,0.4
1530,SLG,0.1095857799,0.4
1531,CHK,0.1095509062,0.4
1532,TKC,0.1089412732,0.4
1533,HHR,0.1088876163,0.4
1534,FVC,0.1087407384,0.4
1535,CET,0.1086725404,0.4
1536,MHN,0.1086185102,0.4
1537,RCI,0.1085017987,0.4
1538,PCTI,0.10824097,0.4
1539,HFBL,0.1082008039,0.4
1540,PFPT,0.10799375,0.4
1541,GABC,0.1079197573,0.4
1542,NATI,0.1078830658,0.4
1543,VFL,0.1078683989,0.4
1544,DHT,0.1078048487,0.4
1545,FPAC,0.1077763302,0.4
1546,VTNR,0.107630517,0.4
1547,IQI,0.1075422879,0.4
1548,BCDA,0.1075215304,0.4
1549,SBI,0.1075120253,0.4
1550,NUV,0.1074807933,0.4
1551,TUR,0.1074328252,0.4
1552,VMO,0.1074283751,0.4
1553,BRKL,0.1072847012,0.4
1554,PKE,0.1071340641,0.4
1555,RGLS,0.1070139425,0.4
1556,TECTP,0.1069387087,0.4
1557,INMD,0.1068092103,0.4
1558,MSFT,0.1067887445,0.4
1559,AJG,0.1067022194,0.4
1560,TR,0.1066471988,0.4
1561,CXH,0.1065639209,0.4
1562,FRTA,0.1063656631,0.4
1563,STFC,0.1058718953,0.4
1564,GDDY,0.1058677613,0.4
1565,PBPB,0.1057772068,0.4
1566,BLK,0.1057125704,0.4
1567,SKOR,0.1056093345,0.4
1568,PGP,0.1055915538,0.4
1569,NSIT,0.1054033867,0.4
1570,MRK,0.1053262266,0.4
1571,ORGS,0.1053046552,0.4
1572,BGRN,0.1052041868,0.4
1573,CCB,0.105122401,0.4
1574,MSEX,0.1050149123,0.4
1575,POST,0.1049793557,0.4
1576,WTBA,0.1048942367,0.4
1577,RTTR,0.1048801535,0.4
1578,HPP,0.1048421823,0.4
1579,EXEL,0.1044131971,0.4
1580,EYE,0.1043896732,0.4
1581,KALU,0.1042977658,0.4
1582,ACNB,0.1040319852,0.4
1583,UCTT,0.1039767474,0.4
1584,NSTG,0.103905739,0.4
1585,QES,0.1038430925,0.4
1586,INGN,0.1037511019,0.4
1587,INFR,0.1032799822,0.4
1588,ENR,0.1029055275,0.4
1589,TSEM,0.1027751102,0.4
1590,MFAC,0.1026793866,0.4
1591,EC,0.1026195288,0.4
1592,CELP,0.1022777791,0.4
1593,KRUS,0.1022101911,0.4
1594,MUJ,0.1018241705,0.4
1595,DYNT,0.1017406413,0.4
1596,SMRT,0.1016935039,0.4
1597,FRME,0.1016712521,0.4
1598,MYF,0.1013869011,0.4
1599,AMD,0.1013593498,0.4
1600,JHS,0.1013497927,0.4
1601,INF,0.1012421066,0.4
1602,SBCF,0.1008826015,0.4
1603,NPK,0.1008346383,0.4
1604,CRI,0.1007904435,0.4
1605,ELAN,0.1007334119,0.4
1606,MMAC,0.1007203946,0.4
1607,IIM,0.1005521916,0.4
1608,EGOV,0.1003884435,0.4
1609,BDSI,0.1003777974,0.4
1610,CLI,0.1003186685,0.4
1611,CHCO,0.1002512825,0.4
1612,MFM,0.1002323846,0.4
1613,ARKR,0.1000725998,0.4
1614,EFT,0.0997677774,0.4
1615,CVIA,0.0997460842,0.4
1616,QCRH,0.099623252,0.4
1617,ITW,0.0994538204,0.4
1618,TSLX,0.0992366192,0.4
1619,VCIT,0.0990473502,0.4
1620,TEI,0.0989203406,0.4
1621,IGIB,0.098891228,0.4
1622,ADIL,0.0987560972,0.4
1623,JRO,0.0984960472,0.4
1624,IEC,0.0984583671,0.4
1625,IPG,0.098378602,0.4
1626,UBOH,0.0982393788,0.4
1627,SGRP,0.0981099485,0.4
1628,DXCM,0.0979609601,0.4
1629,NMR,0.0979083432,0.4
1630,PGZ,0.0977218061,0.4
1631,LAZ,0.0976888737,0.4
1632,SWTX,0.0976801786,0.4
1633,CAG,0.0976337839,0.4
1634,NTIC,0.0973523165,0.4
1635,MSD,0.0972924735,0.4
1636,SP,0.0972546256,0.4
1637,AMBO,0.0968835241,0.4
1638,HTLF,0.0968450133,0.4
1639,SSB,0.0967997283,0.4
1640,CMRE,0.0965198313,0.4
1641,VTN,0.0964673357,0.4
1642,HTY,0.0960934442,0.4
1643,PROV,0.0960217369,0.4
1644,NSL,0.0954993466,0.4
1645,BIP,0.0953948761,0.4
1646,PEBO,0.0950971327,0.4
1647,USNA,0.0950511293,0.4
1648,BMTC,0.0949741008,0.4
1649,STND,0.0949204768,0.4
1650,OPBK,0.0948646592,0.4
