,Ticker,OTC_Short,OTC_Total,DPI,Date
2174,GTLS,57992,84479,0.6864664591,2022-10-19
2175,IVC,40252,84411,0.4768572816,2022-10-19
2176,BWXT,43399,84281,0.5149321911,2022-10-19
2177,HFRO,40852,84144,0.4855010458,2022-10-19
2178,VKQ,34304,83976,0.408497666,2022-10-19
2179,LCII,62379,83954,0.7430140315,2022-10-19
2180,MNRO,60084,83869,0.7164029618,2022-10-19
2181,HCC,56057,83797,0.668961896,2022-10-19
2182,CTAS,51244,83783,0.6116276572,2022-10-19
2183,MRC,14917,83780,0.1780496539,2022-10-19
2184,CALX,31756,83594,0.3798837237,2022-10-19
2185,BLFS,59705,83586,0.7142942598,2022-10-19
2186,EPM,33046,83576,0.3954005935,2022-10-19
2187,TRNO,50976,83385,0.6113329736,2022-10-19
2188,EVRI,31190,83333,0.3742814971,2022-10-19
2189,NURO,22984,83132,0.2764759659,2022-10-19
2190,MMYT,30338,83119,0.3649947665,2022-10-19
2191,HII,49963,83022,0.601804341,2022-10-19
2192,IIPR,57327,82738,0.6928738911,2022-10-19
2193,SR,32291,82691,0.3905019893,2022-10-19
2194,FTS,46115,82422,0.5594986775,2022-10-19
2195,KB,62557,82345,0.7596939705,2022-10-19
2196,MYGN,67287,82318,0.8174032411,2022-10-19
2197,FAMI,40059,82269,0.4869270321,2022-10-19
2198,ONTO,31580,82074,0.3847747155,2022-10-19
2199,BIO,31427,82037,0.3830832429,2022-10-19
2200,ORMP,32211,81973,0.392946458,2022-10-19
2201,JAZZ,23720,81964,0.2893953443,2022-10-19
2202,DGII,52667,81935,0.6427900165,2022-10-19
2203,RKDA,24308,81851,0.2969786563,2022-10-19
2204,TM,33035,81715,0.4042709417,2022-10-19
2205,BBW,61103,81660,0.7482610825,2022-10-19
2206,MRNS,28539,81394,0.3506278104,2022-10-19
2207,MAG,37968,81387,0.4665118508,2022-10-19
2208,ABCB,29004,81363,0.3564765311,2022-10-19
2209,CLH,29602,81326,0.3639918353,2022-10-19
2210,ESS,35996,80903,0.4449278766,2022-10-19
2211,ALBO,46516,80843,0.575386861,2022-10-19
2212,DEO,46056,80709,0.5706426793,2022-10-19
2213,HE,35226,80702,0.4364947585,2022-10-19
2214,HSC,23169,80687,0.2871466283,2022-10-19
2215,FIBK,40607,80620,0.5036839494,2022-10-19
2216,MIDD,33791,80585,0.4193212136,2022-10-19
2217,HEES,20098,80439,0.2498539266,2022-10-19
2218,AXNX,45603,80430,0.5669899291,2022-10-19
2219,HYRE,41800,80406,0.5198617019,2022-10-19
2220,GLAD,50856,80335,0.6330491069,2022-10-19
2221,GKOS,29114,80316,0.362493152,2022-10-19
2222,BCLI,69324,80277,0.8635599238,2022-10-19
2223,BMI,52428,80191,0.6537890786,2022-10-19
2224,MLM,46587,80113,0.5815161085,2022-10-19
2225,AAOI,37922,80006,0.4739894508,2022-10-19
2226,PHAT,65283,79975,0.8162925914,2022-10-19
2227,PDSB,33789,79903,0.4228752362,2022-10-19
2228,CDW,44532,79789,0.5581220469,2022-10-19
2229,AL,46635,79713,0.5850363178,2022-10-19
2230,EZPW,19763,79559,0.2484068427,2022-10-19
2231,HNDL,18906,79212,0.2386759582,2022-10-19
2232,APTX,34399,79098,0.4348908948,2022-10-19
2233,JFU,14355,78966,0.1817870982,2022-10-19
2234,TTC,44118,78800,0.5598730964,2022-10-19
2235,FHB,42458,78738,0.5392313749,2022-10-19
2236,PHR,37086,78734,0.4710290345,2022-10-19
2237,SANW,32564,78661,0.4139789731,2022-10-19
2238,PATK,42615,78598,0.5421893687,2022-10-19
2239,AGCO,35058,78533,0.4464110629,2022-10-19
2240,WYY,21520,78503,0.2741296511,2022-10-19
2241,STCN,33195,78379,0.4235190548,2022-10-19
2242,VAC,57332,78296,0.7322468581,2022-10-19
2243,PMM,27558,78264,0.3521159154,2022-10-19
2244,OSK,43322,78199,0.5539968542,2022-10-19
2245,NEWR,35935,78015,0.4606165481,2022-10-19
2246,TRUE,42421,77905,0.5445221744,2022-10-19
2247,BLD,40917,77894,0.5252907798,2022-10-19
2248,AVK,16032,77831,0.2059847619,2022-10-19
2249,USEG,38049,77747,0.4893950892,2022-10-19
2250,CPS,54304,77597,0.6998208694,2022-10-19
2251,CARA,39828,77526,0.5137373268,2022-10-19
2252,MMT,17035,77515,0.2197639167,2022-10-19
2253,DRRX,59575,77442,0.7692854007,2022-10-19
2254,OXSQ,9692,77404,0.1252131673,2022-10-19
2255,AIA,19310,77301,0.2498027192,2022-10-19
2256,VOC,56527,77281,0.7314475744,2022-10-19
2257,PBA,26109,77227,0.338081241,2022-10-19
2258,CHI,36593,77103,0.4745989131,2022-10-19
2259,SRCL,36945,76897,0.4804478718,2022-10-19
2260,IJT,24007,76870,0.3123064915,2022-10-19
2261,EPC,58126,76810,0.7567504231,2022-10-19
2262,MNRL,38388,76794,0.4998828033,2022-10-19
2263,IDXX,48204,76768,0.6279178825,2022-10-19
2264,CWST,25485,76673,0.3323855855,2022-10-19
2265,SWX,61884,76661,0.8072422744,2022-10-19
2266,TLK,35118,76604,0.4584355908,2022-10-19
2267,AFG,28335,76594,0.369937593,2022-10-19
2268,CRUS,47645,76500,0.6228104575,2022-10-19
2269,VHC,20179,76470,0.2638812606,2022-10-19
2270,PKX,49674,76454,0.6497240171,2022-10-19
2271,AMRC,61891,76429,0.8097842442,2022-10-19
2272,CNMD,58153,76263,0.7625322896,2022-10-19
2273,EYE,61995,76237,0.8131878222,2022-10-19
2274,STAA,49162,76193,0.6452298768,2022-10-19
2275,VIVO,23176,76163,0.3042947363,2022-10-19
2276,EPAC,25095,76106,0.3297374714,2022-10-19
2277,ENG,23752,76104,0.3120992326,2022-10-19
2278,SYRS,40609,76097,0.5336478442,2022-10-19
2279,MCR,25230,76086,0.3315984544,2022-10-19
2280,WEX,42976,75895,0.5662560116,2022-10-19
2281,PERI,46247,75886,0.6094272988,2022-10-19
2282,LANC,21609,75761,0.2852259078,2022-10-19
2283,CBSH,37372,75617,0.4942274885,2022-10-19
2284,NSIT,52353,75372,0.6945948097,2022-10-19
2285,HTGM,34389,75297,0.4567114228,2022-10-19
2286,EVN,9461,75157,0.1258831513,2022-10-19
2287,REVG,66351,74922,0.8856010251,2022-10-19
2288,CHY,20992,74760,0.2807918673,2022-10-19
2289,CNO,38779,74714,0.5190325776,2022-10-19
2290,ASG,28916,74577,0.3877334835,2022-10-19
2291,ATSG,35800,74561,0.4801437749,2022-10-19
2292,SFBS,44596,74494,0.5986522404,2022-10-19
2293,LADR,36777,74444,0.4940223524,2022-10-19
2294,SUN,45497,74404,0.6114859416,2022-10-19
2295,SLF,43681,74381,0.5872601874,2022-10-19
2296,WNC,60054,74286,0.8084161215,2022-10-19
2297,LOB,44896,74060,0.6062111801,2022-10-19
2298,EBIX,43516,74015,0.5879348781,2022-10-19
2299,CMP,44862,73984,0.6063743512,2022-10-19
2300,OR,26508,73892,0.3587397824,2022-10-19
2301,DBL,53690,73811,0.7273983553,2022-10-19
2302,CPA,38199,73728,0.5181070964,2022-10-19
2303,RWLK,52362,73721,0.7102725139,2022-10-19
2304,NCA,16182,73633,0.2197655942,2022-10-19
2305,TEI,40149,73596,0.5455323659,2022-10-19
2306,PNNT,32210,73475,0.4383804015,2022-10-19
2307,TEX,49363,73286,0.6735665748,2022-10-19
2308,SAIC,47735,73204,0.6520818535,2022-10-19
2309,MIRM,34360,73084,0.470143944,2022-10-19
2310,CFFN,42059,72725,0.5783293228,2022-10-19
2311,FMHI,1750,72703,0.0240705335,2022-10-19
2312,PBYI,58375,72528,0.8048615707,2022-10-19
2313,GRTS,29850,72375,0.4124352332,2022-10-19
2314,BBCP,6267,72291,0.0866912894,2022-10-19
2315,PPSI,35877,72157,0.4972074781,2022-10-19
2316,XENE,36417,72079,0.5052373091,2022-10-19
2317,CYCN,23374,72007,0.3246073298,2022-10-19
2318,SPH,19502,71997,0.2708723975,2022-10-19
2319,QCLN,16121,71887,0.2242547331,2022-10-19
2320,PFIE,55815,71835,0.776988933,2022-10-19
2321,SAIA,54193,71819,0.7545774795,2022-10-19
2322,QQQX,48230,71601,0.6735939442,2022-10-19
2323,INGR,49162,71545,0.6871479488,2022-10-19
2324,MEDP,57792,71471,0.808607687,2022-10-19
2325,MHD,27572,71470,0.3857842451,2022-10-19
2326,CAJ,47219,71315,0.6621187688,2022-10-19
2327,LIVN,14684,71278,0.2060102696,2022-10-19
2328,GBCI,59672,71218,0.8378780645,2022-10-19
2329,VLRS,19319,71207,0.2713075962,2022-10-19
2330,EGLE,36282,71196,0.5096072813,2022-10-19
2331,SNDR,41005,71165,0.5761961638,2022-10-19
2332,BCSF,16999,71149,0.2389211373,2022-10-19
2333,UTF,38576,71135,0.5422928235,2022-10-19
2334,TECH,48159,71115,0.6771989032,2022-10-19
2335,KLIC,38007,71113,0.5344592409,2022-10-19
2336,SND,13393,71110,0.1883420053,2022-10-19
2337,MVF,53413,71082,0.7514279283,2022-10-19
2338,GOLF,44110,70995,0.62131136,2022-10-19
2339,OGS,41261,70987,0.5812472706,2022-10-19
2340,NCNA,25212,70975,0.3552236703,2022-10-19
2341,FFWM,45463,70917,0.6410733675,2022-10-19
2342,NMIH,45573,70909,0.6426969778,2022-10-19
2343,CBAT,29131,70887,0.4109498215,2022-10-19
2344,KNDI,33675,70869,0.4751725014,2022-10-19
2345,CBAY,25639,70767,0.3623016378,2022-10-19
2346,VC,23145,70554,0.3280466026,2022-10-19
2347,CIK,9312,70525,0.1320382843,2022-10-19
2348,BTT,28110,70520,0.3986103233,2022-10-19
2349,HLI,30087,70485,0.426856778,2022-10-19
2350,AIM,46613,70349,0.6625964832,2022-10-19
2351,EB,34641,70334,0.4925213979,2022-10-19
2352,MRCY,45262,70276,0.6440605612,2022-10-19
2353,LVHD,45074,70274,0.6414036486,2022-10-19
2354,SEM,49336,70225,0.7025418298,2022-10-19
2355,TFSL,39137,70202,0.5574912396,2022-10-19
2356,WWD,36751,70186,0.5236229447,2022-10-19
2357,RAVE,51662,69847,0.7396452246,2022-10-19
2358,GLQ,36215,69791,0.5189064493,2022-10-19
2359,BERY,45476,69790,0.6516119788,2022-10-19
2360,UFPI,51299,69740,0.7355749928,2022-10-19
2361,EPR,33447,69737,0.4796162726,2022-10-19
2362,LAUR,45072,69698,0.6466756578,2022-10-19
2363,FFC,34055,69592,0.4893522244,2022-10-19
2364,NUS,57202,69562,0.8223167822,2022-10-19
2365,MANH,34238,69482,0.492760715,2022-10-19
2366,URGN,15366,69454,0.2212399574,2022-10-19
2367,BANR,48077,69367,0.6930817247,2022-10-19
2368,FUN,8777,69342,0.1265755242,2022-10-19
2369,NJR,46532,69223,0.6722043252,2022-10-19
2370,XFLT,38068,69212,0.5500202277,2022-10-19
2371,SCPH,35216,69142,0.509328628,2022-10-19
2372,GBR,16293,68982,0.2361920501,2022-10-19
2373,SPWH,36718,68815,0.5335755286,2022-10-19
2374,FRA,34085,68760,0.495709715,2022-10-19
2375,PCRX,34613,68750,0.5034618182,2022-10-19
2376,LZB,38099,68685,0.5546917085,2022-10-19
2377,MTSI,44229,68619,0.6445590871,2022-10-19
2378,LIFE,23475,68553,0.3424357796,2022-10-19
2379,SFNC,30580,68533,0.446208396,2022-10-19
2380,TFX,41724,68465,0.609420872,2022-10-19
2381,SLRX,37582,68459,0.5489709169,2022-10-19
2382,MD,33428,68383,0.4888349444,2022-10-19
2383,TKAT,8365,68184,0.1226827408,2022-10-19
2384,PEGA,46260,68122,0.6790757758,2022-10-19
2385,HARP,36134,67588,0.5346215304,2022-10-19
2386,USWS,15553,67573,0.2301658947,2022-10-19
2387,IBOC,26064,67489,0.386196269,2022-10-19
2388,MUX,34961,67463,0.5182248047,2022-10-19
2389,MREO,7587,67414,0.1125433886,2022-10-19
2390,NTCT,50669,67402,0.7517432717,2022-10-19
2391,ITRI,30990,67328,0.4602839829,2022-10-19
2392,DSKE,12346,67313,0.1834118224,2022-10-19
2393,DALI,58649,67311,0.8713137526,2022-10-19
2394,IGMS,22502,67274,0.3344828611,2022-10-19
2395,GLYC,34763,67157,0.5176377742,2022-10-19
2396,EPAM,44187,67121,0.658318559,2022-10-19
2397,AERI,29328,67091,0.4371376191,2022-10-19
2398,SVRA,7052,67004,0.1052474479,2022-10-19
2399,NVIV,37195,66827,0.5565864097,2022-10-19
2400,VGZ,27402,66749,0.4105230041,2022-10-19
2401,RA,25915,66665,0.3887347184,2022-10-19
2402,TNP,16935,66612,0.2542334714,2022-10-19
2403,DNOW,28818,66561,0.4329562356,2022-10-19
2404,RMD,48150,66510,0.7239512855,2022-10-19
2405,OOMA,23689,66499,0.3562309208,2022-10-19
2406,CR,47617,66426,0.7168428025,2022-10-19
2407,GRTX,21498,66403,0.323750433,2022-10-19
2408,UCTT,41455,66277,0.6254809361,2022-10-19
2409,GHY,34134,66274,0.5150436068,2022-10-19
2410,BAND,40311,65894,0.6117552433,2022-10-19
2411,XNCR,42964,65883,0.6521257381,2022-10-19
2412,MSCI,35639,65846,0.5412477599,2022-10-19
2413,ADTN,30842,65795,0.4687590242,2022-10-19
2414,SA,37390,65701,0.5690933167,2022-10-19
2415,OEC,32492,65688,0.4946413348,2022-10-19
2416,BOE,21485,65675,0.3271412257,2022-10-19
2417,UBFO,1068,65662,0.0162651153,2022-10-19
2418,IDRA,37145,65650,0.5658035034,2022-10-19
2419,GLOB,40153,65613,0.6119671407,2022-10-19
2420,BMA,37501,65604,0.5716267301,2022-10-19
2421,RIBT,35127,65573,0.5356930444,2022-10-19
2422,PI,45394,65293,0.6952353238,2022-10-19
2423,MOGO,13944,65121,0.214124476,2022-10-19
2424,BLRX,26970,65064,0.4145149391,2022-10-19
2425,FTA,6600,64945,0.1016244515,2022-10-19
2426,NPO,22743,64908,0.3503882418,2022-10-19
2427,VCV,37468,64898,0.5773367438,2022-10-19
2428,INFU,9746,64876,0.1502250447,2022-10-19
2429,MQT,11351,64857,0.175015804,2022-10-19
2430,TAST,15787,64535,0.2446269466,2022-10-19
2431,PTC,38581,64465,0.5984797952,2022-10-19
2432,SLRC,25484,64443,0.3954502429,2022-10-19
2433,TYG,8200,64377,0.1273746835,2022-10-19
2434,GRIN,43109,64341,0.6700082374,2022-10-19
2435,PAYC,43956,64310,0.6835017882,2022-10-19
2436,RBA,29757,64226,0.4633170367,2022-10-19
2437,HRZN,29759,64091,0.4643241641,2022-10-19
2438,QRHC,17643,64036,0.2755168967,2022-10-19
2439,CMCO,12890,64027,0.2013213176,2022-10-19
2440,NOVN,45490,63964,0.7111812895,2022-10-19
2441,BANC,16849,63765,0.2642358661,2022-10-19
2442,ADX,17754,63746,0.2785115929,2022-10-19
2443,STXS,26686,63712,0.4188535912,2022-10-19
2444,CPSS,26584,63648,0.4176721971,2022-10-19
2445,DIOD,31659,63527,0.4983550301,2022-10-19
2446,BCC,48543,63502,0.7644326163,2022-10-19
2447,CAPR,29591,63494,0.4660440357,2022-10-19
2448,RFEU,1600,63452,0.0252159112,2022-10-19
2449,AMG,47629,63208,0.7535280344,2022-10-19
2450,MICT,50282,63181,0.7958405217,2022-10-19
2451,DENN,34163,63174,0.5407762687,2022-10-19
2452,AHH,29391,63062,0.4660651422,2022-10-19
2453,SAM,47256,62999,0.7501071446,2022-10-19
2454,DRQ,27829,62933,0.4422004354,2022-10-19
2455,CNSP,5858,62863,0.0931867712,2022-10-19
2456,ITT,39557,62820,0.6296879975,2022-10-19
2457,ASMB,30105,62797,0.4794018823,2022-10-19
2458,AIR,31751,62664,0.5066864547,2022-10-19
2459,FCN,54058,62618,0.8632980932,2022-10-19
2460,HTH,29963,62588,0.4787339426,2022-10-19
2461,NOMD,11292,62472,0.1807529773,2022-10-19
2462,TPVG,24338,62404,0.3900070508,2022-10-19
2463,NMM,25626,62358,0.4109496777,2022-10-19
2464,FIXX,34815,62273,0.5590705442,2022-10-19
2465,KW,33136,62266,0.5321684386,2022-10-19
2466,ASH,29935,62174,0.4814713546,2022-10-19
2467,WETF,31071,62150,0.4999356396,2022-10-19
2468,SOI,29730,61950,0.4799031477,2022-10-19
2469,PRA,12697,61816,0.2053998965,2022-10-19
2470,WATT,16387,61798,0.2651703939,2022-10-19
2471,TTMI,48647,61746,0.7878567033,2022-10-19
2472,KMF,32063,61696,0.5196933351,2022-10-19
2473,NM,23291,61649,0.3778001265,2022-10-19
2474,FOXF,35463,61446,0.5771409042,2022-10-19
2475,PRTK,13730,61359,0.2237650548,2022-10-19
2476,BW,24689,61358,0.4023762183,2022-10-19
2477,MANU,30267,61204,0.4945265015,2022-10-19
2478,NEXA,15174,61138,0.2481926134,2022-10-19
2479,CTXR,17651,61130,0.2887452969,2022-10-19
2480,LOMA,30431,61122,0.4978731062,2022-10-19
2481,MHF,21575,60965,0.3538915771,2022-10-19
2482,SLAB,47880,60850,0.786852917,2022-10-19
2483,CAE,23923,60784,0.3935739668,2022-10-19
2484,SLDB,32635,60660,0.5379986812,2022-10-19
2485,BLW,33149,60628,0.5467605727,2022-10-19
2486,AEL,46453,60524,0.7675137136,2022-10-19
2487,GLPG,43963,60220,0.7300398539,2022-10-19
2488,ARGX,27392,60164,0.4552888771,2022-10-19
2489,OMCL,23848,60135,0.3965743743,2022-10-19
2490,CEPU,29493,60082,0.4908791319,2022-10-19
2491,ROP,33609,60032,0.5598514126,2022-10-19
2492,HFWA,49992,60012,0.8330333933,2022-10-19
2493,COLM,33355,59998,0.5559351978,2022-10-19
2494,PMO,15083,59990,0.2514252375,2022-10-19
2495,JT,2247,59982,0.0374612384,2022-10-19
2496,WRE,38568,59865,0.6442495615,2022-10-19
2497,ENSG,19877,59813,0.3323190611,2022-10-19
2498,CLDT,23191,59763,0.388049462,2022-10-19
2499,TMST,26430,59727,0.4425134361,2022-10-19
2500,RE,39487,59683,0.6616121844,2022-10-19
2501,AYI,48207,59659,0.8080423742,2022-10-19
2502,SANM,42965,59648,0.720309147,2022-10-19
2503,EOLS,44843,59630,0.7520207949,2022-10-19
2504,RNWK,25068,59548,0.4209713173,2022-10-19
2505,HBNC,6799,59519,0.11423243,2022-10-19
2506,ZBRA,46472,59406,0.7822778844,2022-10-19
2507,MTW,15056,59380,0.253553385,2022-10-19
2508,ARVN,46849,59316,0.7898206218,2022-10-19
2509,EMAN,32565,59234,0.5497687139,2022-10-19
2510,HMN,18003,59231,0.303945569,2022-10-19
2511,PT,9004,59179,0.1521485662,2022-10-19
2512,HNRG,32927,59080,0.5573290454,2022-10-19
2513,FCPT,28232,59003,0.4784841449,2022-10-19
2514,BHF,42712,58995,0.7239935588,2022-10-19
2515,QNST,21714,58890,0.3687213449,2022-10-19
2516,DOMO,29317,58874,0.4979617488,2022-10-19
2517,BGR,41489,58847,0.7050316924,2022-10-19
2518,HIBB,38576,58729,0.656847554,2022-10-19
2519,NSSC,30129,58675,0.5134895611,2022-10-19
2520,ENIC,24387,58661,0.4157276555,2022-10-19
2521,OLED,36554,58610,0.6236819655,2022-10-19
2522,EPIX,25082,58553,0.4283640462,2022-10-19
2523,SIMO,26715,58551,0.4562688938,2022-10-19
2524,BRP,28417,58470,0.4860099196,2022-10-19
2525,INSP,24100,58451,0.4123111666,2022-10-19
2526,RACE,34046,58444,0.5825405516,2022-10-19
2527,MMLP,50716,58423,0.8680827756,2022-10-19
2528,TRI,20637,58336,0.3537609709,2022-10-19
2529,SCVL,44024,58066,0.7581717356,2022-10-19
2530,AVA,38240,58059,0.6586403486,2022-10-19
2531,ESNT,29866,58041,0.5145672886,2022-10-19
2532,EIM,16399,57977,0.2828535454,2022-10-19
2533,PBT,41887,57919,0.7231996409,2022-10-19
2534,EME,30458,57862,0.5263903771,2022-10-19
2535,CBT,39681,57860,0.6858105773,2022-10-19
2536,LTRPA,7377,57835,0.1275525201,2022-10-19
2537,UTHR,32411,57797,0.5607730505,2022-10-19
2538,GDV,21106,57743,0.3655161665,2022-10-19
2539,MMS,21900,57707,0.3795033531,2022-10-19
2540,VKI,25536,57621,0.4431717603,2022-10-19
2541,TRTX,40819,57566,0.7090817496,2022-10-19
2542,RAPT,21818,57322,0.3806217508,2022-10-19
2543,MRIN,9447,57322,0.1648058337,2022-10-19
2544,KRNY,28889,57300,0.5041710297,2022-10-19
2545,DLB,25247,57005,0.4428909745,2022-10-19
2546,FN,43591,57001,0.7647409695,2022-10-19
2547,DCI,38250,56946,0.6716889685,2022-10-19
2548,SSTI,32397,56868,0.5696876978,2022-10-19
2549,DUOL,41234,56678,0.7275133209,2022-10-19
2550,ASA,17180,56676,0.3031265439,2022-10-19
2551,SSSS,26252,56618,0.4636687979,2022-10-19
2552,WCC,37023,56583,0.6543131329,2022-10-19
2553,ODP,39676,56528,0.701882253,2022-10-19
2554,WSR,16462,56513,0.291295808,2022-10-19
2555,BYSI,10798,56397,0.191464085,2022-10-19
2556,PETS,38525,56268,0.6846697946,2022-10-19
2557,EVT,24103,56207,0.4288255911,2022-10-19
2558,FNY,21135,56205,0.3760341607,2022-10-19
2559,VMO,30495,56099,0.5435925774,2022-10-19
2560,EE,33035,56091,0.5889536646,2022-10-19
2561,GPOR,19425,56018,0.3467635403,2022-10-19
2562,PRFT,21998,55985,0.3929266768,2022-10-19
2563,DCPH,18548,55945,0.3315399053,2022-10-19
2564,TISI,22904,55945,0.4094020913,2022-10-19
2565,QD,12664,55878,0.2266366012,2022-10-19
2566,PRIM,15124,55853,0.2707822319,2022-10-19
2567,BCYC,42834,55789,0.7677857642,2022-10-19
2568,ONEW,37309,55756,0.669147715,2022-10-19
2569,ATNM,34758,55638,0.6247169201,2022-10-19
2570,VNDA,36103,55570,0.6496850819,2022-10-19
2571,GNT,24629,55552,0.4433503744,2022-10-19
2572,REX,36975,55531,0.6658443032,2022-10-19
2573,TMDX,27412,55428,0.4945514902,2022-10-19
2574,SBCF,28443,55419,0.5132355329,2022-10-19
2575,RBBN,45327,55259,0.8202645723,2022-10-19
2576,HRTG,10804,55209,0.1956927313,2022-10-19
2577,CW,33358,55158,0.6047717466,2022-10-19
2578,FFIN,25905,55130,0.4698893524,2022-10-19
2579,EDSA,28357,55005,0.5155349514,2022-10-19
2580,LX,22389,54951,0.4074357155,2022-10-19
2581,BGT,14553,54864,0.2652559055,2022-10-19
2582,WD,22362,54845,0.4077308779,2022-10-19
2583,KBWB,15415,54783,0.2813829108,2022-10-19
2584,BOXL,6823,54742,0.1246392167,2022-10-19
2585,NLTX,8425,54740,0.1539093898,2022-10-19
2586,CVGI,14668,54692,0.2681927887,2022-10-19
2587,SHG,37419,54565,0.685769266,2022-10-19
2588,PSCT,47015,54428,0.8638017197,2022-10-19
2589,ALEX,28769,54405,0.5287933094,2022-10-19
2590,REZI,32023,54402,0.5886364472,2022-10-19
2591,RCI,34753,54272,0.6403486144,2022-10-19
2592,MEOH,27595,54248,0.5086823477,2022-10-19
2593,CHMI,38342,54189,0.707560575,2022-10-19
2594,WABC,18029,54151,0.3329393732,2022-10-19
2595,FYX,8939,54118,0.1651760967,2022-10-19
2596,BIMI,18766,54107,0.3468312788,2022-10-19
2597,NXRT,19129,54085,0.3536840159,2022-10-19
2598,ABG,37455,54000,0.6936111111,2022-10-19
2599,WCLD,14028,53960,0.2599703484,2022-10-19
2600,ATGE,24008,53849,0.4458392914,2022-10-19
2601,DAC,25195,53815,0.4681780173,2022-10-19
2602,KOF,22008,53784,0.4091923249,2022-10-19
2603,ZTR,30608,53731,0.5696525283,2022-10-19
2604,BKT,27865,53690,0.5189979512,2022-10-19
2605,EFR,14733,53576,0.274992534,2022-10-19
2606,FUL,40356,53194,0.7586569914,2022-10-19
2607,CETX,4103,53164,0.0771762847,2022-10-19
2608,GDEN,19612,53116,0.3692296107,2022-10-19
2609,TDIV,14035,53080,0.264412208,2022-10-19
2610,PMF,27558,53079,0.5191883796,2022-10-19
2611,AMPH,40785,53069,0.7685277657,2022-10-19
2612,NAVB,25006,53044,0.4714199532,2022-10-19
2613,ARC,8304,52879,0.1570377655,2022-10-19
2614,GES,40327,52835,0.7632629885,2022-10-19
2615,SPTN,29669,52824,0.5616575799,2022-10-19
2616,CASY,27389,52765,0.5190751445,2022-10-19
2617,CTRN,21002,52698,0.3985350488,2022-10-19
2618,GOOD,38006,52680,0.7214502658,2022-10-19
2619,CATY,22211,52619,0.4221098843,2022-10-19
2620,LOPE,24118,52540,0.4590407309,2022-10-19
2621,FJP,1,52466,1.906e-05,2022-10-19
2622,FLGT,26572,52448,0.5066351434,2022-10-19
2623,CLOU,18036,52374,0.3443693436,2022-10-19
2624,YI,21143,52361,0.4037928993,2022-10-19
2625,SRTS,27958,52306,0.5345084694,2022-10-19
2626,BXMX,26188,52261,0.5011002468,2022-10-19
2627,RPT,25545,52241,0.4889837484,2022-10-19
2628,IPI,21619,52075,0.4151512242,2022-10-19
2629,IDCC,35659,51967,0.6861854639,2022-10-19
2630,COLL,39704,51951,0.7642586283,2022-10-19
2631,CGBD,22644,51882,0.4364519487,2022-10-19
2632,RCS,14737,51555,0.285850063,2022-10-19
2633,MYD,19851,51451,0.3858234048,2022-10-19
2634,RDY,44318,51446,0.8614469541,2022-10-19
2635,ABMD,41615,51398,0.8096618545,2022-10-19
2636,BCO,23468,51381,0.4567447111,2022-10-19
2637,SNCR,16320,51288,0.3182030884,2022-10-19
2638,FRME,40342,51276,0.7867618379,2022-10-19
2639,FINX,8701,51255,0.1697590479,2022-10-19
2640,TCMD,13525,51254,0.2638818434,2022-10-19
2641,KELYA,28350,51186,0.5538623842,2022-10-19
2642,BHR,14655,51087,0.2868635856,2022-10-19
2643,CHCO,44882,50979,0.880401734,2022-10-19
2644,BIT,23619,50977,0.4633265983,2022-10-19
2645,MBI,11290,50923,0.2217072835,2022-10-19
2646,TUSK,19773,50916,0.3883455103,2022-10-19
2647,TIGO,43177,50897,0.8483211191,2022-10-19
2648,NVMI,15495,50864,0.3046358918,2022-10-19
2649,NUO,12995,50853,0.2555404794,2022-10-19
2650,LAZY,13481,50845,0.2651391484,2022-10-19
2651,NESR,17282,50832,0.3399826881,2022-10-19
2652,DESP,13645,50806,0.2685706413,2022-10-19
2653,FPI,28572,50765,0.5628287206,2022-10-19
2654,AMEH,38204,50714,0.7533225539,2022-10-19
2655,AX,36905,50603,0.7293045867,2022-10-19
2656,AVY,31444,50550,0.6220375865,2022-10-19
2657,WDFC,37094,50528,0.7341276124,2022-10-19
2658,ANGO,29590,50522,0.585685444,2022-10-19
2659,GWW,34855,50502,0.6901706863,2022-10-19
2660,GLG,38720,50474,0.7671276301,2022-10-19
2661,TCRR,13786,50438,0.2733256672,2022-10-19
2662,RGLS,23140,50390,0.4592180988,2022-10-19
2663,GNPX,11042,50377,0.2191873276,2022-10-19
2664,GPRK,23029,50304,0.4577965967,2022-10-19
2665,UMH,23013,50291,0.4575967867,2022-10-19
2666,ITGR,32855,49994,0.6571788615,2022-10-19
2667,HOOK,6574,49907,0.1317250085,2022-10-19
2668,OSG,12548,49810,0.2519172857,2022-10-19
2669,DMLP,27856,49807,0.5592788162,2022-10-19
2670,MBUU,33459,49797,0.6719079463,2022-10-19
2671,MHO,26575,49755,0.5341171742,2022-10-19
2672,PSO,31035,49751,0.6238065567,2022-10-19
2673,NATI,33253,49620,0.670153164,2022-10-19
2674,NRO,12317,49582,0.2484167641,2022-10-19
2675,UIS,27940,49573,0.5636132572,2022-10-19
2676,PIM,29549,49566,0.5961546221,2022-10-19
2677,WSFS,31317,49400,0.6339473684,2022-10-19
2678,SON,25367,49244,0.5151287466,2022-10-19
2679,RFI,23179,49164,0.471462859,2022-10-19
2680,FENC,22809,49140,0.4641636142,2022-10-19
2681,CYCC,29122,49097,0.5931523311,2022-10-19
2682,ASPS,17081,49057,0.3481868031,2022-10-19
2683,PIRS,13742,49039,0.2802259426,2022-10-19
2684,CUBI,16632,48998,0.3394424262,2022-10-19
